raw_rows_after_universe_filter,permnos,sample_start_ymm,sample_end_ymm,n_months,mthret_null_filled_nt,post_filter_security_subtypes,cpi_start_ymm,cpi_end_ymm,cpi_factor,cpi_cagr
4405424,31565,192512,202512,1201,82255,COM: 31565,192501,202512,18.7314450867052,0.029461525217693962
