PERMNO,first_ymm,last_ymm,n_months,fulllife_nominal,fulllife_real
12479,201012,201209,22,0.086863984498406,0.027665975533172026
12480,201012,202512,181,4.728205284442663,2.867714951372015
12481,201012,201603,64,1.053022439366246,0.8863801118734673
12482,192512,193304,89,-0.9905572705190243,-0.986510386455749
12483,197212,197405,18,-0.5039365296594613,-0.5672203468633986
12484,201012,201508,57,-0.6511271918543421,-0.6796924376009399
12485,201012,201508,57,-0.79668162951094,-0.8133290697304512
12486,201012,201907,104,-0.788571724372951,-0.8196945835966449
12487,201012,202512,181,3.3102117542901768,1.9102781094322334
12488,201012,202512,181,-0.9941770388379605,-0.9960683053715191
12489,201012,201610,71,-0.6483341646055119,-0.6816867658335566
12490,192512,202512,1201,337813.7595881905,18763.359250579957
12491,197802,200202,289,1.056489340641984,-0.277105827952059
12492,201012,202108,129,-0.6054891798344954,-0.6844643140997522
12493,201012,202110,131,7.96725336194819,6.0937815218766795
12494,201012,202104,125,-0.2208341200093863,-0.3616128871329898
12495,201012,202512,181,-0.8540650448866116,-0.9014639350735535
12496,201012,201708,81,-0.9790287190096357,-0.9813106961394651
12497,201012,202512,181,-0.9100265345347431,-0.9392494332296636
12498,201101,201810,94,1.5239996589289082,1.187586140911399
12499,201101,201302,26,-0.24285541951135683,-0.28520889360664187
12500,201101,202512,180,-0.9999999651858418,-0.9999999764528986
12501,201101,201706,78,-0.36122300991650197,-0.4284399097405191
12502,201101,202307,151,0.44974314736899856,0.039458974249126255
12503,192512,202106,1147,8.457988810588635,-0.37340336776913763
12504,198205,200112,236,51.019583638843855,26.93807859267849
12506,201101,201203,15,-0.7464060444315666,-0.7576965648865974
12507,201101,201311,35,-0.9941270767695638,-0.9944770800032446
12509,201101,201709,81,3.244821230998056,2.7694653676942345
12511,192512,200009,898,206.66090740668616,20.51926501623702
12512,197212,198011,96,-0.4267399547485077,-0.7157166559220672
12515,201101,202512,180,1.4059264918350038,0.6272860774867897
12521,201101,202105,125,-0.8125997452321806,-0.8474184125271425
12527,201101,202512,180,-0.999884430448907,-0.999921832723438
12538,192512,197712,625,2.5057294955506464,0.016153476971203586
12539,198012,199907,224,33.31936856765389,16.602315612084045
12540,201101,202512,180,-0.24085831336834773,-0.48654262643189417
12541,201101,202002,110,5.151457380637034,4.212156724694962
12542,201101,202209,141,0.4285128429438297,0.05489075902127248
12544,201102,201102,1,-0.028302,-0.03307028338657713
12546,192512,200610,971,1090.5700005011279,96.36501491090404
12547,197212,198011,96,-0.2669047308545359,-0.6364533402132434
12554,192512,196403,460,-0.725370565229874,-0.8400216884834212
12555,197212,197511,36,-0.7768601080927378,-0.8289126326063667
12556,201102,202208,139,-0.9700001642024098,-0.9776931102678765
12557,201102,201701,72,-0.9778909136510293,-0.979949969638199
12558,201102,202512,179,0.7951228056750093,0.21994275532524715
12559,201102,202207,138,0.20679619202546484,-0.10298411684907417
12562,192512,197009,538,137.29828159491294,62.50431297725602
12563,197212,197304,5,-0.46153788220496894,-0.4763579404929057
12569,201102,202512,179,-0.29289993056902214,-0.5194637357036234
12570,192512,202512,1201,7477.733064412658,414.4159342561048
12571,197212,197805,66,0.22590507732675097,-0.19413371661001103
12572,201102,201508,55,-0.9448547642748748,-0.9490414019742935
12573,201102,202512,179,-0.9874724545154004,-0.9914864385279769
12574,201102,201508,55,-0.9776148977039979,-0.9793143792991974
12575,201102,201811,94,2.056939053260469,1.6710586860956687
12576,201102,201302,25,-0.46493548796384754,-0.4924600844476037
12577,201102,202512,179,-0.9087016269926947,-0.9379547803798509
12579,201102,202512,179,-0.9999797241813445,-0.9999862208100756
12580,201102,201408,43,-0.9508196530491329,-0.9544647783219784
12581,201102,201207,18,0.5823219282431684,0.520984714380784
12582,201102,202206,137,1.4271751776755965,0.8039148028701355
12583,201102,202512,179,2.6865868193836704,1.5053577771764264
12585,201102,201512,59,-0.9851317547531703,-0.986156518029838
12586,201102,201403,38,-0.6669621603329725,-0.6896116594017098
12587,201102,202010,117,0.6947344956277028,0.43332071689409674
12588,201102,202107,126,6.68037853769138,5.195521670846137
12589,192512,193004,53,0.4878019214050225,0.5753196814876722
12590,198305,198507,27,-0.9665178810542541,-0.9693753531720728
12591,201103,202512,178,19.299912322167057,12.86359463579054
12592,201103,202512,178,-0.998244797001874,-0.9988013040409552
12597,192512,192710,23,0.47163772231380297,0.5223838506694525
12598,197501,199206,210,-0.5635125384053368,-0.8384186928904205
12599,201103,201207,17,-0.3060205080427505,-0.3296323617851851
12615,201103,202512,178,0.46414652521146577,-7.775448528875527e-05
12618,192512,195705,378,12.994545237716816,7.996493367103678
12619,198306,198905,72,-0.9005519604508035,-0.9203130410074288
12622,201103,202512,178,19.20509604877571,12.798840938419216
12623,201103,202512,178,9.248657452462865,5.999204244191097
12626,192512,198410,707,2193.440129656271,374.11797088141486
12627,198010,200507,298,-0.9584571052234022,-0.9821412325423018
12629,201103,202512,178,-0.8179870809675869,-0.8756963435163759
12634,192512,193104,65,-0.9790057422245882,-0.9756195716156508
12635,198310,198803,54,12.431773256093514,10.610125037670533
12636,201103,201606,64,1.1485240044984026,0.9726669608590213
12637,201103,201602,60,-0.9989976239921664,-0.9990644262311
12639,201103,202109,127,2.00261221657225,1.4224603807275988
12640,201103,202206,136,-0.8793096753811773,-0.9098587124640427
12641,201104,202512,177,1.703719758873452,0.8644798192775671
12642,192512,192612,13,-0.500000200000105,-0.49152562711875086
12643,198403,198606,28,0.41653439533151554,0.3246860464104769
12644,201104,202512,177,1.1882755224947203,0.5090304893176063
12645,201104,201903,96,13.577569902218865,11.815028258389564
12650,192512,202111,1152,350778.19123429054,22715.570877348517
12660,201104,202005,110,-0.9503977227386365,-0.9567678179178721
12663,201104,201403,36,-0.9538461146885796,-0.9563513507006675
12667,201104,202001,106,-0.95737354368598,-0.9630748948016441
12669,192512,197509,598,32.10052282601109,9.91226027231138
12670,197807,198305,59,-0.7795607913897349,-0.85511455240535
12677,192512,193203,76,0.24264291333518775,0.5976837457166699
12678,197705,198207,63,-0.7073273226835974,-0.8198937370360597
12679,201104,201910,103,-0.926604320386457,-0.9362666902294979
12680,201104,202512,177,-0.9945575778242499,-0.9962469163894032
12682,201104,201309,30,0.4722297112108681,0.4050658208028186
12683,201104,201906,99,1.5239991839022373,1.2020142093638397
12684,201104,202512,177,-0.5512169996650043,-0.6905201270903597
12685,192512,193507,116,-0.9602775624224539,-0.9478099360295015
12686,197212,198210,119,-0.2077060948457274,-0.657909759892656
12687,201104,201510,55,-0.939361257295692,-0.9430252612454545
12688,201104,201412,45,0.8172456107616715,0.7294449385043282
12689,201104,202103,120,-0.6488278946093355,-0.7037289878874514
12691,201104,201401,34,0.7538925437377464,0.6755463716524002
12692,201104,201204,13,-0.9504462032286295,-0.9518715331155536
12694,198206,198907,86,-0.6666656685123873,-0.7433004103174169
12695,201104,201607,64,0.0899463317071485,0.012134108913060588
12696,201104,201812,93,0.42058735298749583,0.2635855719991278
12698,201104,201711,80,-0.9637498422955015,-0.967159578253647
12699,201104,202512,177,-0.5499969411636993,-0.6896787771514261
12700,201104,201302,23,-0.5631792599972743,-0.579546443897086
12706,192512,198105,666,164.99930472858352,32.27380272956013
12707,198304,198604,37,-0.8513514038263488,-0.8659972599871044
12714,192512,192710,23,-0.7999998908798711,-0.7931033353929701
12715,197212,198904,197,-0.9919771067910922,-0.9972366314211398
12718,201104,201502,47,0.9901360060071798,0.8947083053757476
12719,201105,201310,30,-0.09182533734295777,-0.12542312572450462
12720,201105,201805,85,-0.7672860645953437,-0.7919663880784472
12722,192512,195604,365,4.322624306888897,2.561607342899631
12723,197212,199206,235,-0.9625000501238405,-0.9886590736465822
12730,192512,198008,657,106.40209019595257,22.20813473622033
12731,198306,198402,9,-0.7857141512754962,-0.7924105840481369
12742,201105,201611,67,1.071516277424942,0.9303528022876624
12743,201105,201308,28,-0.9900558107213921,-0.9904372476391669
12745,201105,202512,176,0.2474312164160429,-0.13423452523571341
12746,201105,201811,91,-0.9688171465378524,-0.9721739942359574
12749,192512,200211,924,10.01140344050591,0.09324468797080558
12750,198105,198406,38,-0.1089116509711198,-0.2343686412876255
12751,201105,202512,176,-0.9350249622795982,-0.9549048126746015
12755,201105,201501,45,-0.9897698167812391,-0.9901550677258334
12757,192512,196408,465,2.4790079254129105,1.0200691179816883
12758,198405,202204,456,19.56481170597029,6.333677218230995
12759,201105,202403,155,-0.768868099532199,-0.8335650807262427
12760,201105,201505,49,-0.9071564641744643,-0.9121924759009359
12765,192512,194607,248,1.156650600678804,0.9605914551625492
12766,198106,199206,133,-0.8235294381979695,-0.8869682136246623
12773,192512,193106,67,0.0734047548188646,0.27955533687016965
12774,198401,198412,12,-0.4666669625616042,-0.48692652713666174
12781,192512,202512,1201,341.2512021402752,18.01078720992485
12783,201105,202512,176,2.02606833856698,1.1002083780905205
12784,201105,201306,26,-0.9895029187401443,-0.9898894384771605
12785,201105,201704,72,0.5972599782585026,0.46911285873863784
12786,201105,202512,176,-0.2782057483084885,-0.4990468935087023
12787,201105,201511,55,1.1227525132869438,1.0115775809540613
12788,201105,202512,176,-0.9478463825174703,-0.9638033738403914
12789,201105,202403,155,-0.9992911966005236,-0.9994896003695982
12791,201105,201604,60,-0.13684423753077055,-0.1886312022690506
12792,201105,202007,111,-0.9911007598785055,-0.9922752420918297
12793,201105,201307,27,-0.9339234682667084,-0.9363815799670898
12794,201105,201309,29,0.1269928835258653,0.08250499238633623
12795,201105,201805,85,-0.5586899550482489,-0.6054928018430187
12796,201105,202508,172,-0.9940692573787941,-0.995882844408336
12797,201105,201707,75,-0.9904007145692947,-0.9911803089675136
12798,201105,202105,121,0.15537685089099082,-0.034710206257586536
12799,201105,202512,176,1.0409104459076568,0.41647072632125137
12802,192512,197807,632,12.802675781342133,2.781555008586888
12810,192512,196304,449,-0.8746169884961127,-0.9260034686206566
12811,198311,199709,167,-0.38709872518520244,-0.6159861739683958
12829,192512,196605,486,52.21105448128362,28.653219215576122
12830,197212,197307,8,-0.2585041435865975,-0.2903064489406713
12835,201106,201710,77,-0.09387312724102487,-0.1699117716231896
12837,192512,198007,656,65.89882109361098,13.560807493168046
12838,198403,198604,26,-0.9696970166605011,-0.971427021234211
12840,201106,202512,175,-0.995442426222178,-0.9968219876899167
12845,192512,194702,255,3.509266494372861,2.7751998557540323
12846,198012,198904,101,-0.9539598196583514,-0.9680224580080344
12853,192601,192812,36,1.1973650900922377,1.3001657960614632
12854,198104,198804,85,-0.9508928546759683,-0.9628865724920853
12861,192512,195011,300,1.0093235619393859,0.4642843771218188
12862,198109,198209,13,-0.8260870030100781,-0.8360350396101144
12865,201106,201406,37,-0.4977782708051114,-0.5238625392153585
12871,201106,202403,154,-0.6715346440237933,-0.7623639406214943
12872,201107,202512,174,10.680489266756023,7.136123603691669
12873,201106,201901,92,-0.5056736800677981,-0.5562390646565916
12877,201106,202512,175,-0.9388985589430351,-0.9573937491066427
12878,201106,201605,60,-0.4873577091609212,-0.517812889795195
12879,201106,201309,28,0.16343361000504344,0.12276418968767493
12880,201107,202512,174,-0.7611048405262294,-0.8335959649109765
12881,201106,201603,58,-0.7373335926450377,-0.7507552446896818
12882,201106,201511,54,-0.1206182068712409,-0.16275395429877076
12883,201106,201406,37,-0.98846159878866,-0.9890608774274082
12884,201106,201809,88,1.9488656521069965,1.6395979948134225
12886,201106,202512,175,0.6990101017317119,0.1847257513491717
12887,201106,201408,39,-0.9930933579304414,-0.9934385564611367
12888,192512,199403,820,7.756722671554684,0.07079489190206859
12889,198308,198507,24,-0.9499999798411068,-0.9536641742683355
12890,201106,202508,171,-0.9762380120128071,-0.983426692552726
12891,201106,201911,102,-0.7442690067335238,-0.775333589303342
12892,201107,201906,96,-0.46837525692215504,-0.5315140360774357
12894,201107,201606,60,-0.980252456279191,-0.9815072517040946
12896,192512,196811,516,60.077157237769484,30.056181646323516
12897,198212,198602,39,-0.8382351769051275,-0.8549592620009376
12900,201107,201501,43,3.238468548905641,3.0936540103466266
12903,201107,201505,47,-0.9660195073817515,-0.9677460744947487
12905,201107,202512,174,-0.39990096544259474,-0.5819969687818501
12906,201107,201912,102,0.14763131522639536,0.008061655013863198
12907,201107,201212,18,-0.4424460191278552,-0.4518656291983821
12908,201107,201912,102,-0.26139414500522434,-0.3512200035757283
12909,192512,197105,546,36.58531005883453,15.787483400968306
12910,198310,198902,65,-0.8563824712017469,-0.8810667339639466
12912,201107,202512,174,-0.9991741205714505,-0.9994247281120706
12913,201107,202512,174,2.5617147656632646,1.4809364498973716
12914,201107,202011,113,3.571293455842402,2.9651287959437957
12915,201107,202011,113,-0.9907775897467935,-0.9920005038363354
12916,201107,201806,84,0.14959655655060675,0.029764132314172864
12917,192512,193511,120,-0.9415581254320605,-0.9237714679548614
12918,197212,199708,297,25.258781775426144,5.92395738357008
12919,201107,202309,147,11.643757765520286,8.272502559704128
12920,201107,202512,174,1.7402749699217233,0.9087570181533666
12921,201107,201511,53,0.8151857861072711,0.7263599538700638
12922,201107,201609,63,-0.6829985191470529,-0.7036209210982616
12924,201107,201702,68,-0.5081558308627856,-0.5442582827551783
12925,192512,193807,152,-0.47938467228871423,-0.33538468802814486
12926,197212,198103,100,1.9443572620429062,0.41062991989400227
12927,201107,202512,174,4.6104490117957715,2.9079961112671504
12928,199611,202512,350,-0.9775909528206048,-0.9890532066615494
12933,192512,199301,806,15.127434433289977,1.0357210364601719
12934,197212,197411,24,-0.5941572413217652,-0.6658692627581135
12941,192512,196708,501,11.55801422764265,5.747589734255771
12942,198001,199007,127,-0.9895304928327437,-0.9938419386523883
12952,201108,201603,56,-0.0580650465220075,-0.10636189777243239
12954,201108,201707,72,-0.9207422984100571,-0.9268501529556301
12957,201108,202008,109,-0.8827079364712878,-0.8980491632879073
12959,201108,201406,35,-0.9172634898712876,-0.921575217894803
12960,201108,201911,100,0.862342615187653,0.6358129152608949
12961,201108,202302,139,-0.9692826139954627,-0.9769321457222541
12962,201109,201507,47,3.249014988493456,3.0334253797055597
12963,201108,201610,63,-0.990056761357446,-0.9907069637461658
12964,201108,201306,23,3.021181375988877,2.8906114620141796
12966,201108,201303,20,-0.32021067966307637,-0.3402183121360359
12967,201108,201508,49,0.7270479260568377,0.6372300707909373
12968,192512,192804,29,-0.017870224660814983,0.03382081614651021
12969,197212,198612,169,5.20153551626538,1.3795937184583922
12970,201108,201207,12,0.03169284265622588,0.017363775397111775
12971,201108,201811,88,-0.12173680147590633,-0.21274181537323583
12972,201108,202009,110,-0.468866817298969,-0.538978519662739
12976,192512,198606,727,922.1090427411478,150.74395223142193
12977,197212,197607,44,1.4045100695798607,0.7854855858176193
12981,201110,202512,171,4.457947031148876,2.8214252684748145
12982,201109,202512,172,0.41558286762422997,-0.010371046967692709
12984,192512,197707,620,-0.9007358059519096,-0.9707089263464651
12985,197304,197404,13,0.11426587583651901,0.005160675494192891
12992,192512,193506,115,-0.9799998753549903,-0.9737224639700602
12993,197212,197708,57,0.20400345576907672,-0.16585381495737145
12994,201109,202512,172,4.170300822047832,2.614538934038234
13004,192512,196101,422,-0.8451132983100743,-0.9064442741470246
13005,198010,198605,68,-0.9465782780869377,-0.9587931621607233
13006,201109,202512,172,3.3427656738392013,2.036012052250244
13007,201109,202512,172,1.4410801301587073,0.7065504455640239
13008,201109,201611,63,2.9004667107210844,2.6611570230339323
13009,201109,201611,63,3.420508164986865,3.149291793501428
13010,201109,201110,2,-0.024843604425000013,-0.024309557702075362
13011,201109,201110,2,-0.02129646931300001,-0.020760479993081653
13012,192512,198803,748,71.97417562193243,10.274979924418778
13013,201110,201811,86,-0.9997805986384093,-0.9998024910706721
13014,201109,201811,87,1.4897202111521017,1.2378913704895806
13015,201109,201803,79,0.9661569138070347,0.7848762914576173
13018,201111,201504,42,1.4862224272255036,1.3792702766910478
13019,201110,202512,171,1.3680219871238024,0.6579895345730409
13020,192512,192603,4,0.0,0.011235955056179726
13021,197302,197311,10,-0.6278946492784621,-0.6546473215525597
13035,201111,202512,170,5.026398874520255,3.2107280254764623
13036,201110,201709,72,2.8782339591144486,2.565076532801443
13037,201110,201903,90,2.2434531877701795,1.8949569646186446
13038,201110,202208,131,-0.9921741007676517,-0.9940047794992478
13039,192512,192802,27,0.5801617922719435,0.6633282023915195
13040,197212,198610,167,1.310784066711535,-0.11172035876183929
13041,201111,201710,72,0.3899616202984112,0.27589666885421193
13046,201110,202512,171,33.597115376552885,23.223447051018315
13047,192512,198202,675,461.6556956023696,87.03173912095838
13048,198011,198409,47,-0.913043569220789,-0.9297723301897419
13049,201110,201703,66,2.5877469068442407,2.338871899405593
13055,192512,196402,459,0.966655315232644,0.14562445547532632
13056,197212,201307,488,3.268942000561596,-0.22514451949600375
13063,192512,197606,607,51.182435080118715,15.53668717327707
13064,197212,199104,221,-0.9409763120900116,-0.9814896126672817
13071,192512,193807,152,-0.9296871065561432,-0.9102388594333742
13072,197212,197404,17,-0.3863642846651844,-0.457955118120913
13077,201111,202002,100,-0.8901600548439544,-0.9038570337555687
13078,201111,201208,10,-0.7104894570960665,-0.7154633597903823
13079,201111,202512,170,-0.5525087035045405,-0.6873316581687056
13080,201111,201812,86,1.3204232030473326,1.0912560931771687
13081,201111,201704,66,0.44494617892283367,0.3379715642549906
13083,201111,201509,47,-0.656641441489014,-0.6732707635099882
13084,201111,202209,131,0.7297290000658812,0.3195296957087314
13085,201111,202512,170,2.9858116719343046,1.7849415979158896
13093,201111,201603,53,-0.21785345465033606,-0.2563183320821391
13097,201111,202006,104,-0.9492902005083214,-0.9554619971888525
13098,192512,193806,151,2.678910339338902,3.696481284262429
13099,197804,198608,101,-0.9863636077169541,-0.9921189856814484
13100,192512,200507,956,3163.1237302736786,290.47506215417854
13101,197806,198711,114,-0.9638391000389606,-0.9797887517548783
13103,201111,202512,170,3.751770564213185,2.3201276420587695
13104,201111,201708,70,-0.9943624267337651,-0.9948009523641177
13105,201111,202512,170,0.5766594753619729,0.10163372484503398
13106,201111,201709,71,-0.21525110213354273,-0.28010554210242666
13107,201111,202211,133,-0.9737261323615631,-0.9800176836443312
13108,201111,202512,170,-0.9662772056486987,-0.9764374183937986
13109,201111,201908,94,-0.8747359951583393,-0.8894503338806287
13110,201111,201608,58,1.9068179943222119,1.7326403951473681
13111,201111,202411,157,-0.9325172710448257,-0.9515694263493659
13112,201111,201608,58,3.1951297559079137,2.943756043987102
13113,201111,202005,103,-0.998942434955415,-0.9990660665422749
13115,201201,201305,17,-0.8992776482550934,-0.9024223977205925
13116,201112,202512,169,-0.9740262867188074,-0.9818671173458615
13119,192512,200603,964,2781.99471333601,249.72024444468593
13120,198308,199009,86,-0.9583333988592754,-0.9686323025323407
13121,201112,202010,107,-0.9921892743907765,-0.9932138944399334
13123,201112,201509,46,-0.49918672346860166,-0.5238437977276338
13124,201112,202511,168,-0.9504698171151693,-0.9654290258790356
13127,192512,193604,125,-0.8576850105759186,-0.8130168022165354
13128,197212,198909,202,-0.8480768117526504,-0.948467654546499
13133,201112,201608,57,0.7440771771516741,0.6381883546687106
13135,192512,198812,757,88.71001564214572,12.400666237001051
13136,197212,197405,18,-0.740707493473914,-0.7737859613846493
13139,201112,201901,86,-0.9856438863511708,-0.9870972238479905
13140,201112,201601,50,-0.9344264749692803,-0.9373841421951253
13141,201201,202012,108,-0.549725665398725,-0.6098869382812144
13142,201112,202512,169,0.008264128289448168,-0.2961062238302212
13143,192512,198603,724,657.2737555450269,107.90558455708208
13144,197212,198904,197,11.443653059129309,3.2860348473361762
13145,201112,201902,87,0.16526649453691813,0.04289267596246009
13151,192512,196006,415,51.298202922389514,30.80296123658827
13152,197704,199907,268,2.4540021754977426,0.23283221021065612
13159,201112,202512,169,-0.959333410952537,-0.971609662463023
13160,201112,201705,66,-0.6495022800925425,-0.6760016051179691
13162,201112,202012,109,-0.9847571713120891,-0.9867611157579409
13163,201112,201704,65,-0.9900452578451618,-0.9907900193122596
13167,201112,201902,87,-0.9792970393058814,-0.9814712203776053
13168,201112,202512,169,-0.40889877894495774,-0.5873378225873397
13169,201112,202204,125,-0.12947753120205346,-0.3188095212665138
13172,201201,201705,65,0.33306166328605086,0.22923631744427495
13178,192512,195504,353,11.975706853639004,7.747667541779119
13179,198103,198302,24,-0.8500001099450618,-0.865321855609509
13180,201201,202510,166,0.6199994847430321,0.12675644752660298
13181,201201,202512,168,10.741235736510918,7.17662534987962
13185,201201,202102,110,-0.980320713882886,-0.9831147244761824
13186,192512,193008,57,-0.19999619444634556,-0.12726857575964917
13187,198401,199305,113,-0.8880593925912093,-0.9213621114389007
13188,201202,202512,167,4.400031281255154,2.7769757202592356
13191,201201,202202,122,-0.04081901399594601,-0.23705292802130637
13194,192512,193609,130,-0.7999999532673296,-0.7428570827722814
13196,201201,202512,168,1.6376119949927825,0.8368394592691673
13198,201201,202512,168,4.306229652871542,2.6952713381807496
13201,201201,202205,125,5.070315037828526,3.6866879301011224
13202,201201,202512,168,-0.9419900146230757,-0.9596017039753213
13203,201201,202005,101,1.730793092358042,1.403580188064553
13204,201203,201606,52,-0.9572089152841058,-0.9595833573143047
13206,201202,202512,167,1.3043894593449448,0.6117727073507124
13207,192512,196803,508,-0.4466570352315991,-0.7096159368562327
13210,201202,202512,167,13.634286271730696,9.235745137906383
13215,192512,194105,186,-0.9959611250034731,-0.9949514062543414
13216,197212,199711,300,10.327958354548153,1.974027456550104
13222,201202,201207,6,0.6084412968331099,0.5912479141949005
13223,192512,192904,41,1.508519341330889,1.671795748163078
13224,197212,197505,30,-0.2081203905667077,-0.3688779052636915
13225,201202,201402,25,-0.9469564324382544,-0.9487923221823424
13227,201202,201310,21,0.5653800283514565,0.519191980706154
13231,192512,193010,59,-0.9881486510826534,-0.9870712557265309
13232,198406,199712,163,0.8917893358802262,0.21271554451342845
13244,201202,202512,167,2.855251451220928,1.6965012549651566
13249,201202,202512,167,0.7444810760068994,0.22015268530042303
13250,201202,201511,46,-0.5391655932758481,-0.5599048502710815
13253,201202,202407,150,0.12175000419516499,-0.19167594836632787
13255,201202,201610,57,0.9269153887796728,0.8067547023479069
13258,192512,193803,148,-0.799882439641614,-0.7445307740105711
13259,198003,198406,52,0.10606250859181769,-0.15845388690555026
13260,201202,202501,156,-0.6895103524030776,-0.778468821277106
13261,201202,201801,72,-0.6668692512634596,-0.6953779653811092
13262,201202,202209,128,3.69635047382139,2.586329602450027
13263,201202,201912,95,-0.9964943950982734,-0.9969080028368597
13264,201202,201607,54,-0.9966216279891101,-0.9968180575360248
13265,201202,202307,138,-0.9850400637821051,-0.9889079353220508
13266,192512,192909,46,0.8891964522332252,0.9656379271790787
13267,201202,202006,101,-0.21182710773040336,-0.3070387673348977
13274,192512,196312,457,13.554300083450661,7.478233058320775
13275,198110,198406,33,-0.19000064138907138,-0.27201600556857713
13276,201202,201206,5,0.013265675502857224,0.0008006505246696393
13277,201202,201503,38,0.595417602368209,0.5314708967290493
13278,201202,202512,167,0.450918068542924,0.014824179999616684
13279,201202,202512,167,-0.9999999999960845,-0.9999999999972613
13280,201202,202103,110,-0.5809509592895079,-0.6414201296366365
13281,201203,201509,43,-0.956386369621281,-0.9582709872747471
13282,192512,195512,361,11.725125928843342,7.546726370118664
13283,197804,199706,231,230.48867274154958,90.5557195995898
13284,201203,202512,166,4.25710806545303,2.6933628145470547
13285,201203,201409,31,0.27783958007586357,0.22218027197638648
13286,201203,202512,166,0.07743103204583453,-0.24305461111835944
13290,192512,200006,895,6.991119894739011,-0.16566033581611087
13291,198202,199107,114,1.46875278856901,0.7092759762265597
13292,201203,201606,52,2.175069507502463,1.9988875168501763
13294,201203,201306,16,0.34289356491445006,0.3093016722159722
13298,201203,201509,43,-0.9299999401454115,-0.93302475939114
13299,201203,201806,76,0.23451241841681877,0.11533757709276243
13302,201203,202512,166,1.8266776323963567,0.9858724466423838
13303,192512,202512,1201,1974.9249751410596,108.75531717719664
13304,197904,200404,301,16.188084339372136,5.381533440894569
13305,201203,202512,166,3.7711680803061,2.351967384037004
13311,192512,198106,667,59.303241949411614,10.980776546240719
13312,197212,197802,63,-0.9661289793070278,-0.977168024206963
13314,201203,201906,88,5.284596967403386,4.585825883939669
13315,201203,202512,166,33.22414859446293,23.044055439714437
13316,201203,202201,119,2.757010364833768,2.0422846710243348
13317,201203,201512,46,-0.9408762872493384,-0.9430915048474626
13318,201203,202512,166,0.23636149226178702,-0.131398574272203
13319,201203,202105,111,-0.3006169523940815,-0.40851931585985596
13321,201203,202512,166,-0.8112483589880266,-0.8673931972828329
13323,201203,202512,166,3.366479392624689,2.0676547673014776
13324,201203,202512,166,-0.06517244436923988,-0.3432401828165509
13325,201203,202404,146,-0.4942864835460375,-0.6328081942909582
13326,201203,202512,166,7.334794856646992,4.855580864451053
13327,201203,201708,66,1.0051137917391366,0.8592867402062863
13328,201203,202512,166,-0.21179611736906123,-0.44625012951110826
13329,201203,201810,80,-0.9217025043503235,-0.9295116643846321
13330,201203,202005,99,-0.9999381436824287,-0.9999450751779401
13331,201204,201306,15,1.2486994092648196,1.2090998650561682
13336,201204,201310,19,0.2600009871396939,0.23758979576592457
13337,201204,202512,165,-0.9150573782763934,-0.9398706453787902
13338,192512,195708,381,2.6140668968698018,1.2986997930620658
13339,197212,197506,31,-0.9395973271233197,-0.9522187811572529
13340,201204,201703,60,0.04407233242284571,-0.017633887969526328
13342,201204,201610,55,0.2441337898271498,0.1806375665146894
13343,201204,202510,163,-0.3369797855906633,-0.5312486461430297
13346,192512,193202,75,-0.9687773325641744,-0.9601412756138397
13347,198306,198511,30,-0.6417914340714765,-0.6739973418338571
13349,201204,201601,46,-0.9931999907179597,-0.9934159460347728
13350,201205,202512,164,0.16486584843295363,-0.17292130713802023
13352,201204,201908,89,0.9640289397199466,0.756065008848829
13353,201204,202512,165,1.7877624744645906,0.9734069307658015
13354,192512,199309,814,1395.4627138495225,172.23451998133322
13355,197212,198302,123,6.686541370622403,2.3290025956526037
13356,201205,202512,164,5.233826521887978,3.426144948954783
13362,192601,195110,310,3.4001421917316295,2.0062040164884065
13363,197212,198610,167,26.626045416739526,9.619622172889894
13365,201204,201910,91,-0.9528812692736106,-0.9579995030861644
13366,201204,202504,157,1.9309070254910692,1.0958139135318437
13367,201204,201607,52,0.009434392867235294,-0.03777660121006679
13369,201204,202512,165,-0.8675953000873502,-0.9062730936129084
13370,192512,198112,673,5.484201592072799,0.2416556240139388
13371,198205,198412,32,-0.7053571393293367,-0.7344576687782909
13372,201204,201407,28,-0.11020938674693564,-0.1432912975641261
13373,201204,201610,55,-0.9399999661181144,-0.9430621573239724
13374,201204,201509,42,-0.5182576623746618,-0.5355740262978772
13375,201205,202309,137,-0.264345882002486,-0.45006813843425797
13376,201204,202512,165,-0.9375998289809591,-0.9558280409117005
13377,201204,202107,112,11.404890074514492,9.423264740581715
13378,201204,201503,36,-0.8800597784558151,-0.8834768599711853
13379,201204,202402,143,3.403054314731272,2.2547238560895186
13384,201205,201705,61,0.9274716033364689,0.8121066789263041
13385,201205,201809,77,-0.9983993841467237,-0.9985411220191767
13388,201205,202007,99,-0.9662515815225518,-0.9700309729974654
13389,192512,195804,389,12.827977956073102,7.6125814259278854
13390,198010,199208,143,-0.893518642664144,-0.9365192759672681
13391,201205,201406,26,0.07620536361367726,0.03891748902654143
13396,201205,201901,81,-0.7736126420827083,-0.7930637583968975
13397,192512,193312,97,-0.972001601562818,-0.9618203657674791
13398,197212,198201,110,1.0399951164838868,-0.08275935377606651
13399,201205,202512,164,-0.8139921510005745,-0.867930604352877
13400,201205,201907,87,3.061085908222392,2.641857229356979
13402,201205,201506,38,-0.7403193763822054,-0.7496265628898152
13403,201205,202512,164,5.7330898442294895,3.7806321687420708
13404,201205,201310,18,-0.24202743077920968,-0.25326009184843434
13405,201205,202512,164,4.54649000537153,2.938121895998533
