sample_start_ymm,sample_end_ymm,n_months,vwretd_total_return,vwretd_cagr,sprtrn_total_return,sprtrn_cagr
192512,202512,1201,14059.801716483662,0.10013393912810598,548.3971986393933,0.06506484753067943
