analysis,horizon,horizon_months,window,period_number,PERMNO,start_ymm,target_end_ymm,end_ymm,realized_months,observed_rows,missing_calendar_months,is_sparse_history,terminal_reason,included_in_summary,nominal_ret,real_ret,nominal_ret_skip_first_observed,real_ret_skip_first_observed,period_end_mthretflg,period_end_security_end_dt,period_end_security_active_flg,period_end_del_action_type,period_end_del_status_type,period_end_del_reason_type,period_end_del_payment_type,stock_terminal_mthretflg,stock_terminal_security_end_dt,stock_terminal_security_active_flg,stock_terminal_del_action_type,stock_terminal_del_status_type,stock_terminal_del_reason_type,stock_terminal_del_payment_type
stock_anchored,10y,120,,1,81247,199502,200501,200012,71,71,0,False,delisted,True,-0.7759542210492596,-0.8064708012856534,-0.7931884481034545,-0.8206444644759268,CR,2001-01-19,Y,GDR,VCL,INSF,PRCF,CR,2001-01-19,Y,GDR,VCL,INSF,PRCF
stock_anchored,10y,120,,1,81248,199502,200501,200208,91,91,0,False,delisted,True,-0.998658620847971,-0.9988842872908137,-0.9980430564157803,-0.998365784245386,CR,2002-09-27,Y,GDR,VCL,INSC,PRCF,CR,2002-09-27,Y,GDR,VCL,INSC,PRCF
stock_anchored,10y,120,,1,81249,199502,200501,200110,81,81,0,False,delisted,True,-0.875260852207909,-0.8944946881645961,-0.8551416161306834,-0.8769885755437261,CR,2001-11-13,Y,GDR,VCL,MVOT,PRCF,CR,2001-11-13,Y,GDR,VCL,MVOT,PRCF
stock_anchored,10y,120,,1,81250,199502,200501,199802,37,37,0,False,delisted,True,1.0238305443696936,0.8788247734327677,0.775624827813749,0.6549832397596955,CR,1998-03-16,Y,GDR,VCL,FING,PRCF,CR,1998-03-16,Y,GDR,VCL,FING,PRCF
stock_anchored,10y,120,,1,81251,198406,199405,198709,40,40,0,False,delisted,True,2.3991478374727913,2.056277272997276,2.343649935837756,2.015099985620653,CR,1987-10-22,Y,GDR,VCL,UNAV,PRCF,CR,1987-10-22,Y,GDR,VCL,UNAV,PRCF
stock_anchored,10y,120,,1,81252,199502,200501,199910,57,57,0,False,delisted,True,-0.44407964058857385,-0.5032412008350922,-0.4366673090409344,-0.49460818629177683,CR,1999-11-24,Y,MER,FPAY,UNAV,CASH,CR,1999-11-24,Y,MER,FPAY,UNAV,CASH
stock_anchored,10y,120,,1,81253,199502,200501,199706,29,29,0,False,delisted,True,-0.987149552632502,-0.9879512024994701,-0.9844633046095856,-0.9853743772026604,CR,1997-07-16,Y,GDR,VCL,LP,PRCF,CR,1997-07-16,Y,GDR,VCL,LP,PRCF
stock_anchored,10y,120,,1,81254,199502,200501,200501,120,120,0,False,complete,True,3.2536119988363463,2.3524797243057383,3.2536119988363463,2.365862876897772,CR,2025-12-31,Y,,UNAV,NACT,UNAV,CR,2025-12-31,Y,,UNAV,NACT,UNAV
stock_anchored,10y,120,,2,81254,200502,201501,201501,120,120,0,False,complete,True,1.298252280909677,0.8753255570841934,1.298252280909677,0.8753255570841934,CR,2025-12-31,Y,,UNAV,NACT,UNAV,CR,2025-12-31,Y,,UNAV,NACT,UNAV
stock_anchored,10y,120,,3,81254,201502,202501,202501,120,120,0,False,complete,True,7.520783446666828,5.26864503517842,7.520783446666828,5.26864503517842,CR,2025-12-31,Y,,UNAV,NACT,UNAV,CR,2025-12-31,Y,,UNAV,NACT,UNAV
stock_anchored,10y,120,,4,81254,202502,203501,202512,11,11,0,False,sample_end,False,0.3029106434951543,0.27724677686357513,0.3029106434951543,0.27724677686357513,CR,2025-12-31,Y,,UNAV,NACT,UNAV,CR,2025-12-31,Y,,UNAV,NACT,UNAV
