horizon,horizon_months,period_number,PERMNO,start_ymm,target_end_ymm,end_ymm,realized_months,observed_rows,terminal_reason,included_in_summary,nominal_ret,real_ret
30y,360,2,44986,199709,202708,200107,47,47,delisted,True,0.8140836936266032,0.6434065235783539
30y,360,1,44987,198304,201303,199010,91,91,delisted,True,-0.9940508692463773,-0.99563730411401
30y,360,1,44994,196709,199708,198002,150,150,delisted,True,0.7253081781183828,-0.2674547025733103
30y,360,1,45006,196709,199708,196810,14,14,delisted,True,1.5774440558722107,1.4460163136464317
30y,360,1,45007,197212,200211,198512,157,157,delisted,True,2.700320003952947,0.43543978195429855
30y,360,1,45014,196709,199708,198911,267,267,delisted,True,0.7810633226339554,-0.5260872016819885
30y,360,1,45015,197212,200211,198512,157,157,delisted,True,2.9226514960757406,0.5216873141227025
30y,360,1,45022,196709,199708,199708,360,360,complete,True,7.621651776642603,0.7961774534672121
30y,360,2,45022,199709,202708,199909,25,25,delisted,True,-0.0803168221159507,-0.11920753422420993
30y,360,1,45023,197212,200211,198006,91,91,delisted,True,0.8929562103293509,-0.029487988900066764
30y,360,1,45031,198312,201311,199806,175,175,delisted,True,-0.9925749948532494,-0.9953901195039806
30y,360,1,45049,196709,199708,197207,59,59,delisted,True,-0.2802547975639047,-0.4245473918470368
30y,360,1,45050,197212,200211,199107,224,224,delisted,True,-0.91813937979277,-0.9745162239589827
30y,360,1,45057,196709,199708,197907,143,143,delisted,True,-0.8103040494072759,-0.9130668352276845
30y,360,1,45058,198001,200912,198810,106,106,delisted,True,-0.9923469711590356,-0.995116578102313
30y,360,1,45065,196709,199708,198612,232,232,delisted,True,15.297193219237553,3.940778034791469
30y,360,1,45073,196709,199708,198105,165,165,delisted,True,-0.6022735270423685,-0.8516276520703712
30y,360,1,45074,197709,200708,198805,129,129,delisted,True,35.68738565517211,18.108663847630083
30y,360,1,45081,196709,199708,198205,177,177,delisted,True,0.9075206872030266,-0.33296510416178016
30y,360,1,45082,198404,201403,198506,15,15,delisted,True,-0.5000003874999093,-0.5232345702369023
30y,360,1,45102,196710,199709,199709,360,360,complete,True,0.5882194855166971,-0.6689567325473873
30y,360,2,45102,199710,202709,199811,14,14,delisted,True,0.06034706988598981,0.042243583326960765
30y,360,1,45103,197212,200211,199712,301,301,delisted,True,40.202100085116534,9.830558236881235
30y,360,1,45110,196710,199709,199709,360,360,complete,True,34.48586968527334,6.396558445565674
30y,360,2,45110,199710,202709,200412,87,87,delisted,True,0.5618566116649435,0.3230230467703048
30y,360,1,45111,197212,200211,197302,3,3,delisted,True,-0.1428583016156142,-0.152848298100281
30y,360,1,45129,196710,199709,199709,360,360,complete,True,22.22332785386824,3.8405943913770146
30y,360,2,45129,199710,202709,200506,93,93,delisted,True,1.2161444257661689,0.8367222695810099
30y,360,1,45130,197212,200211,197707,56,56,delisted,True,-0.9090912230871764,-0.9368109485064964
30y,360,1,45137,196710,199709,199709,360,360,complete,True,35.351336947049134,6.576953606829108
30y,360,2,45137,199710,202709,200204,55,55,delisted,True,0.5120679049352304,0.35564708718330906
30y,360,1,45145,196710,199709,198103,162,162,delisted,True,5.0141134084747065,1.283324412709041
30y,360,1,45146,198104,201103,198308,29,29,delisted,True,0.5263113447533883,0.34808936138398017
30y,360,1,45153,196710,199709,199206,297,297,delisted,True,-0.9582225886280747,-0.9899877245214216
30y,360,1,45154,198103,201102,198310,32,32,delisted,True,0.7692351957678119,0.53976013572268
30y,360,1,45162,197212,200211,197302,3,3,delisted,True,-0.23529377254900008,-0.24420643254260155
30y,360,1,45188,196710,199709,197104,43,43,delisted,True,-0.44997074312901164,-0.5391276052153311
30y,360,1,45189,197604,200603,198804,145,145,delisted,True,9.667630910212978,4.092404507949656
30y,360,1,45196,196710,199709,197708,119,119,delisted,True,-0.6072139652951444,-0.7843527652600792
30y,360,1,45197,198303,201302,199008,90,90,delisted,True,8.312114167865387,5.927477029133907
30y,360,1,45209,196710,199709,197609,108,108,delisted,True,-0.8456856921044608,-0.9099833203942687
30y,360,1,45217,196710,199709,198810,253,253,delisted,True,4.496126111757276,0.536354720091885
30y,360,1,45225,196710,199709,199709,360,360,complete,True,-0.3358426173049184,-0.8615652105548711
30y,360,2,45225,199710,202709,202512,339,339,sample_end,False,0.36191689357370094,-0.3225172247709325
30y,360,1,45226,197903,200902,199805,231,231,delisted,True,3.7272585177328192,1.0064715207330401
30y,360,1,45233,196710,199709,199204,295,295,delisted,True,-0.9981971282806131,-0.9995657599299541
30y,360,1,45234,197212,200211,198003,88,88,delisted,True,-0.1265310232948531,-0.5376393931048917
30y,360,1,45241,196710,199709,199709,360,360,complete,True,25.632772462471006,4.551247858182547
30y,360,2,45241,199710,202709,201406,201,201,delisted,True,18.023396591584603,11.86621184831708
30y,360,1,45242,198307,201306,198802,56,56,delisted,True,-0.9505814668462271,-0.9576108271655138
30y,360,1,45268,196710,199709,197104,43,43,delisted,True,0.3243235344705122,0.10965762489299746
30y,360,1,45269,198012,201011,198203,16,16,delisted,True,-0.7333334854723783,-0.758730296379771
30y,360,1,45277,198110,201109,201109,360,360,complete,True,90.03780202079146,36.39592112591521
30y,360,2,45277,201110,204109,201503,42,42,delisted,True,0.2920077665070211,0.2415025903676178
30y,360,1,45284,196710,199709,196901,16,16,delisted,True,1.320435536556535,1.1900739895589765
30y,360,1,45285,198201,201112,198807,79,79,delisted,True,-0.8991601111098116,-0.9200088645090487
30y,360,1,45292,196710,199709,198705,236,236,delisted,True,2.021614313048453,-0.10233208737021948
30y,360,1,45293,198310,201309,198409,12,12,delisted,True,-0.7777774150719158,-0.7868779590261135
30y,360,1,45305,196711,199710,196904,18,18,delisted,True,0.5224090181807137,0.41336594800799187
30y,360,1,45306,198111,201110,201110,360,360,complete,True,12.229859025888764,4.457394998776666
30y,360,2,45306,201111,204110,202512,170,170,sample_end,False,8.610307888575784,5.714854692240229
30y,360,1,45313,196711,199710,199710,360,360,complete,True,30.753064260638528,5.621771445442565
30y,360,2,45313,199711,202710,200404,78,78,delisted,True,-0.933193891336633,-0.9425751746808505
30y,360,1,45314,198408,201407,198512,17,17,delisted,True,-0.5769242319471357,-0.5970522648279672
30y,360,1,45321,196711,199710,197709,119,119,delisted,True,-0.015714429752260783,-0.4597650860366638
30y,360,1,45322,198008,201007,198209,26,26,delisted,True,-0.8181817353435064,-0.8464109245445146
30y,360,1,45348,196711,199710,199710,360,360,complete,True,15.179044386798275,2.373971508880584
30y,360,2,45348,199711,202710,200509,95,95,delisted,True,0.5839793157668645,0.2875807717702472
30y,360,1,45349,197212,200211,198012,97,97,delisted,True,-0.6286362369500027,-0.8175454976440337
30y,360,1,45356,196711,199710,199710,360,360,complete,True,43.07217902776864,8.19079476012256
30y,360,2,45356,199711,202710,202512,338,338,sample_end,False,12.690800216306714,5.827359992332027
30y,360,1,45357,198401,201312,198510,22,22,delisted,True,-0.8452378923860463,-0.8557736752410899
30y,360,1,45364,196711,199710,196905,19,19,delisted,True,0.17040762476515248,0.08359167457652905
30y,360,1,45365,197212,200211,197307,8,8,delisted,True,-5.679277549353046e-07,-0.04288993408886732
30y,360,1,45372,196711,199710,197206,56,56,delisted,True,-0.9055553891830046,-0.923674259363723
30y,360,1,45373,198012,201011,201011,360,360,complete,True,-0.59936160292745,-0.8434455517076869
30y,360,2,45373,201012,204011,201210,23,23,delisted,True,1.0766808750649144,0.9643346814407432
30y,360,1,45380,196711,199710,197909,143,143,delisted,True,2.960099115885874,0.78894557916024
30y,360,1,45381,197212,200211,199505,270,270,delisted,True,0.3447199756452728,-0.6253868136178737
30y,360,1,45399,196711,199710,199710,360,360,complete,True,5.651680460507835,0.38713880890541086
30y,360,2,45399,199711,202710,199807,9,9,delisted,True,-0.08086278935246338,-0.0898739384764583
30y,360,1,45400,197504,200503,198702,143,143,delisted,True,-0.5093696239669173,-0.7683134335399333
30y,360,1,45401,196711,199710,198004,150,150,delisted,True,2.895333507541916,0.6206511012859595
30y,360,1,45402,198304,201303,199403,132,132,delisted,True,3.997149107669469,2.3235115328861506
30y,360,1,45428,196711,199710,199710,360,360,complete,True,-0.5425576380893027,-0.9046051510124349
30y,360,2,45428,199711,202710,200110,48,48,delisted,True,-0.4827309039884655,-0.529596590233743
30y,360,1,45429,197212,200211,197406,19,19,delisted,True,-0.7794116964964195,-0.8091235904377182
30y,360,1,45436,196711,199710,198202,172,172,delisted,True,1.1116311274642916,-0.24775931294348086
30y,360,1,45437,197904,200903,200903,360,360,complete,True,11.820039953683043,3.206868485898939
30y,360,2,45437,200904,203903,201511,80,80,delisted,True,-0.8404854287039406,-0.8570373439098432
30y,360,1,45444,196712,199711,197910,143,143,delisted,True,1.3104229275004715,0.03846136900952102
30y,360,1,45452,196712,199711,197304,65,65,delisted,True,-0.8664377935210151,-0.8964586564451905
30y,360,1,45460,196712,199711,199004,269,269,delisted,True,0.6494126166154364,-0.5674930454491709
30y,360,1,45479,196712,199711,197805,126,126,delisted,True,-0.13464491883816343,-0.5465271047555026
30y,360,1,45480,197905,200904,198605,85,85,delisted,True,-0.8552633332288941,-0.9061670461520653
30y,360,1,45487,196712,199711,199711,360,360,complete,True,1.1211167676116647,-0.5560758715462887
30y,360,2,45487,199712,202711,200908,141,141,delisted,True,-0.430430095014008,-0.5738134878877383
30y,360,1,45495,196712,199711,199711,360,360,complete,True,31.98211824749596,5.90275911309822
30y,360,2,45495,199712,202711,201903,256,256,delisted,True,-0.6513939396592742,-0.7785230692715743
30y,360,1,45496,197212,200211,197401,14,14,delisted,True,0.05714217115243758,-0.03813673697718145
30y,360,1,45508,196712,199711,198202,171,171,delisted,True,-0.9145920712032826,-0.9694842706836252
30y,360,1,45509,198111,201110,199811,205,205,delisted,True,-0.8213166679542607,-0.8982376633349262
30y,360,1,45516,196712,199711,199702,351,351,delisted,True,1.472352923919169,-0.476406460974511
30y,360,1,45517,197212,200211,197310,11,11,delisted,True,0.1463417921682868,0.06589675412138929
30y,360,1,45524,196712,199711,198801,242,242,delisted,True,-0.8878048081581583,-0.9672238765405855
30y,360,1,45525,198111,201110,198801,75,75,delisted,True,-0.9750000451728441,-0.979818532576868
30y,360,1,45532,196712,199711,198711,240,240,delisted,True,-0.956970790399526,-0.9873969906022875
30y,360,1,45540,196712,199711,197012,37,37,delisted,True,-0.23314211889610825,-0.34874883464041284
30y,360,1,45560,198401,201312,201312,360,360,complete,True,-0.5162500671722934,-0.7897271895805313
30y,360,2,45560,201401,204312,201509,21,21,delisted,True,-0.9560981307593223,-0.9570014636799651
30y,360,1,45567,196801,199712,197712,120,120,delisted,True,-0.5069789752151668,-0.7308629188372648
30y,360,1,45568,198404,201403,198506,15,15,delisted,True,-0.6249995053568967,-0.6424251788997917
30y,360,1,45575,196801,199712,196902,14,14,delisted,True,-0.09711787967038099,-0.14503620449234444
30y,360,1,45583,196801,199712,199712,360,360,complete,True,13.718723214935116,2.0933956415765804
30y,360,2,45583,199801,202712,200807,127,127,delisted,True,0.36879656875304945,0.0037410055275735044
30y,360,1,45584,197903,200902,198209,43,43,delisted,True,-0.7711992643749583,-0.8385073459480044
30y,360,1,45591,196801,199712,198109,165,165,delisted,True,0.6285365034777248,-0.40764605721142855
30y,360,1,45592,197212,200211,197610,47,47,delisted,True,-0.6496346762259981,-0.7434285021067759
30y,360,1,45604,196801,199712,198909,261,261,delisted,True,20.65807505158913,4.873669953990997
30y,360,1,45605,197212,200211,198101,98,98,delisted,True,1.338707091131313,0.13978368579273415
30y,360,1,45612,196801,199712,198609,225,225,delisted,True,-0.8752694823284822,-0.9616300857616656
30y,360,1,45613,197212,200211,197601,38,38,delisted,True,-0.7866338250109519,-0.8372891039651864
30y,360,1,45620,196801,199712,197801,121,121,delisted,True,-0.508039905354557,-0.7331608446643116
30y,360,1,45621,198212,201211,198404,17,17,delisted,True,0.7168963916786721,0.6319674722066915
30y,360,1,45647,196801,199712,199712,360,360,complete,True,0.4955417732184264,-0.6856858889516129
30y,360,2,45647,199801,202712,200004,28,28,delisted,True,-0.7692307738487969,-0.782702415772393
30y,360,1,45648,198407,201406,198605,23,23,delisted,True,-0.8986487233044997,-0.9034882700337614
30y,360,1,45655,196801,199712,199712,360,360,complete,True,23.7574823649456,4.20321545053724
30y,360,2,45655,199801,202712,201708,236,236,delisted,True,-0.7000896263602314,-0.8029661929704232
30y,360,1,45656,198010,201009,198408,47,47,delisted,True,-0.9030609808083724,-0.9220777262000315
30y,360,1,45663,196801,199712,197804,124,124,delisted,True,0.1826903884209885,-0.37256331506304374
30y,360,1,45664,197704,200703,197802,11,11,delisted,True,-0.48888882105433107,-0.5165164523486914
30y,360,1,45671,196801,199712,199712,360,360,complete,True,18.6844704637528,3.1370337800447823
30y,360,2,45671,199801,202712,200601,97,97,delisted,True,4.173585068411562,3.2082666239777344
30y,360,1,45672,197212,200211,198505,150,150,delisted,True,5.687089460319732,1.6424286404245754
30y,360,1,45698,196802,199801,197910,141,141,delisted,True,0.200058809318443,-0.4558243963063979
30y,360,1,45699,198402,201401,199504,135,135,delisted,True,10.800769260213569,6.916381748622541
30y,360,1,45700,196802,199801,197902,133,133,delisted,True,3.0767588422291228,1.011830340376457
30y,360,1,45701,197212,200211,198001,86,86,delisted,True,1.588238937768073,0.4105569532309279
30y,360,1,45719,196802,199801,198408,199,199,delisted,True,-0.9670673081592912,-0.9892535426625055
30y,360,1,45720,197212,200211,198704,173,173,delisted,True,3.182978550694627,0.5737204130386198
30y,360,1,45727,196802,199801,197902,133,133,delisted,True,3.1541990450808113,1.0500461278908206
30y,360,1,45728,198405,201404,201404,360,360,complete,True,4.955902549263785,1.5901563779320016
30y,360,2,45728,201405,204404,202301,105,105,delisted,True,-0.957092851061417,-0.9659989851483511
30y,360,1,45735,196802,199801,198602,217,217,delisted,True,0.8808493502165811,-0.4132025357512773
30y,360,1,45736,197212,200211,197807,68,68,delisted,True,-0.9106143943059937,-0.9423143123070644
30y,360,1,45743,196802,199801,198109,164,164,delisted,True,-0.16013533075300113,-0.6927104589986842
30y,360,1,45744,198307,201306,200503,261,261,delisted,True,-0.43714321463780925,-0.7102728911353442
30y,360,1,45751,196802,199801,199801,360,360,complete,True,59.716182762048,11.812016288278716
30y,360,2,45751,199802,202801,202512,335,335,sample_end,False,13.110565866506303,6.0366896999494415
30y,360,1,45752,197212,200211,197412,25,25,delisted,True,-0.2860326106707841,-0.41672028309135345
30y,360,1,45778,196802,199801,196911,22,22,delisted,True,-0.3700432607109746,-0.4271593384065123
30y,360,1,45779,198009,201008,198301,29,29,delisted,True,-0.7499991278200976,-0.7870646968038255
30y,360,1,45786,196802,199801,197711,118,118,delisted,True,-0.21259160273856637,-0.5662257456120366
30y,360,1,45794,196802,199801,199801,360,360,complete,True,9.491808062482345,1.2139273201153973
30y,360,2,45794,199802,202801,201007,150,150,delisted,True,2.5410058848068733,1.6247599936920185
30y,360,1,45795,197212,200211,197809,70,70,delisted,True,-0.7756414162202898,-0.856950316507373
30y,360,1,45807,196802,199801,198211,178,178,delisted,True,1.7226749846366625,-0.052620234937651555
30y,360,1,45815,196803,199802,198901,251,251,delisted,True,-0.28125089842095974,-0.7970171818827151
30y,360,1,45823,196803,199802,199802,360,360,complete,True,4.150230062833383,0.08794236040087533
30y,360,2,45823,199803,202802,199912,22,22,delisted,True,1.1497113922387259,1.0679636031102189
30y,360,1,45824,197212,200211,197702,51,51,delisted,True,-0.15384593701287197,-0.392945308449167
30y,360,1,45831,196803,199802,197712,118,118,delisted,True,-0.24172002601631226,-0.582396536066955
30y,360,1,45832,197212,200211,199202,231,231,delisted,True,5.0964804382625335,0.8650127747642962
30y,360,1,45858,196803,199802,199706,352,352,delisted,True,21.21251343417966,3.7390390483402793
30y,360,1,45859,197810,200809,198603,90,90,delisted,True,3.0197400489078623,1.4569183203343092
30y,360,1,45866,196803,199802,199802,360,360,complete,True,4.816331117301132,0.22865055102964527
30y,360,2,45866,199803,202802,200005,27,27,delisted,True,0.19518110935164068,0.1282788431721913
30y,360,1,45867,197301,200212,198312,132,132,delisted,True,2.0309481341656026,0.27162187267559945
30y,360,1,45874,196803,199802,199802,360,360,complete,True,25.817118723080643,4.6648885752276605
30y,360,2,45874,199803,202802,200008,30,30,delisted,True,0.5658087380262922,0.46703955258366214
30y,360,1,45875,198109,201108,199111,123,123,delisted,True,-0.9119203698305843,-0.9410032665846365
30y,360,1,45882,196803,199802,199712,358,358,delisted,True,0.012118038094411254,-0.7854033670004397
30y,360,1,45883,197703,200702,198401,83,83,delisted,True,-0.40436630480430735,-0.6545441473398879
30y,360,1,45890,196803,199802,199802,360,360,complete,True,1.3761575623304725,-0.49805689541876297
30y,360,2,45890,199803,202802,200703,109,109,delisted,True,-0.8742551422227836,-0.9008856257345114
30y,360,1,45891,198307,201306,200805,299,299,delisted,True,1.0193491707515707,-0.07236730152455217
30y,360,1,45903,196803,199802,199604,338,338,delisted,True,1.0744176933464398,-0.5460967043349437
30y,360,1,45904,197212,200211,197306,7,7,delisted,True,-0.20689643092732368,-0.2391947663194236
30y,360,1,45911,196803,199802,199802,360,360,complete,True,2.920721021983996,-0.17178098238509532
30y,360,2,45911,199803,202802,202512,334,334,sample_end,False,13.585776123814144,6.287171750527713
30y,360,1,45938,196803,199802,196906,16,16,delisted,True,0.3070711307219349,0.22136154837951283
30y,360,1,45939,198112,201111,198308,21,21,delisted,True,4.210525239578544e-07,-0.06486986574230014
30y,360,1,45946,196803,199802,198212,178,178,delisted,True,-0.5546207245479574,-0.843934721101846
30y,360,1,45947,197212,200211,199106,223,223,delisted,True,12.81418682755733,3.3067758932972913
30y,360,1,45954,196803,199802,198911,261,261,delisted,True,19.830001609009095,4.658348332232816
30y,360,1,45955,198211,201210,201008,334,334,delisted,True,-0.9998810487667242,-0.9999464939576951
30y,360,1,45962,196803,199802,197512,94,94,delisted,True,-0.12811174828455052,-0.4627283205645334
30y,360,1,45963,197212,200211,197509,34,34,delisted,True,0.4638051299854724,0.1367277932487918
30y,360,1,45970,196803,199802,199802,360,360,complete,True,7.299287222615444,0.7531539407872112
30y,360,2,45970,199803,202802,199805,3,3,delisted,True,-0.051914960976701785,-0.0571562173349387
30y,360,1,45989,196803,199802,198302,180,180,delisted,True,5.087623335211036,1.1266263336487992
30y,360,1,45997,196804,199803,198605,218,218,delisted,True,1.78228984514874,-0.12366812039851394
30y,360,1,46009,196804,199803,198104,157,157,delisted,True,1.582441501694214,-0.005861464555423912
30y,360,1,46010,197212,200211,198408,141,141,delisted,True,-0.9279762129835611,-0.970776951488067
30y,360,1,46017,196804,199803,199803,360,360,complete,True,17.248320940071437,2.858923602000313
30y,360,2,46017,199804,202803,199906,15,15,delisted,True,0.012405293395034267,-0.011960658311223504
30y,360,1,46018,198307,201306,199708,170,170,delisted,True,0.2734378212302009,-0.21202075116663444
30y,360,1,46025,196804,199803,199005,266,266,delisted,True,-0.8576453334243914,-0.9622077007465683
30y,360,1,46026,197212,200211,200211,360,360,complete,True,-0.8830966068196935,-0.9726602103097353
30y,360,2,46026,200212,203211,200301,2,2,delisted,True,0.28311159176,0.28028691021512375
30y,360,1,46033,196804,199803,197702,107,107,delisted,True,-0.6005583252046899,-0.768175136286309
30y,360,1,46034,197804,200803,200202,287,287,delisted,True,10.582154834306182,3.129969721569246
30y,360,1,46041,196804,199803,197602,95,95,delisted,True,-0.6235097561590031,-0.7685732013665554
30y,360,1,46042,198308,201307,201307,360,360,complete,True,7.004312259939411,2.4231356477334676
30y,360,2,46042,201308,204307,201909,74,74,delisted,True,0.1147539903139172,0.014188687139963463
30y,360,1,46068,196804,199803,199803,360,360,complete,True,40.33167336360101,7.740298374670267
30y,360,2,46068,199804,202803,202512,333,333,sample_end,False,39.15889676540997,19.100887677206615
30y,360,1,46076,196804,199803,199803,360,360,complete,True,8.517515765489208,1.0126435928254
30y,360,2,46076,199804,202803,200704,109,109,delisted,True,0.5953787159499424,0.2519130514130674
30y,360,1,46077,196906,199905,199905,360,360,complete,True,-0.7580578331577793,-0.9470114628576602
30y,360,2,46077,199906,202905,202005,252,252,delisted,True,6.638912478798612,3.9517042285557613
30y,360,1,46084,196804,199803,199004,265,265,delisted,True,-0.983164651969913,-0.9955201517654617
30y,360,1,46085,197709,200708,200305,309,309,delisted,True,13.044271850941985,3.68397513502807
30y,360,1,46092,196804,199803,197110,43,43,delisted,True,0.6534690329196073,0.38665006917218947
30y,360,1,46093,197212,200211,198009,94,94,delisted,True,1.976704232308844,0.502526898213036
30y,360,1,46105,196804,199803,197402,71,71,delisted,True,-0.8538084226560103,-0.8937633240911261
30y,360,1,46106,197212,200211,197812,73,73,delisted,True,0.42357171742498934,-0.10842775747681632
30y,360,1,46113,196804,199803,197802,119,119,delisted,True,-0.9290783829929575,-0.9613257319023599
30y,360,1,46114,197212,200211,199606,283,283,delisted,True,0.6072102170269933,-0.5651198902237101
30y,360,1,46121,196804,199803,198604,217,217,delisted,True,-0.9676724917132297,-0.9897897464619132
30y,360,1,46122,198110,201109,198610,61,61,delisted,True,-0.8137252536605708,-0.8426037501465565
30y,360,1,46148,196804,199803,197809,126,126,delisted,True,2.2570656635116833,0.6799601843376051
30y,360,1,46149,197712,200711,200611,348,348,delisted,True,101.49655915181766,30.486536037208634
30y,360,1,46156,196804,199803,198606,219,219,delisted,True,7.5073692276368735,1.664865429296304
30y,360,1,46164,196804,199803,199803,360,360,complete,True,24.02408287120221,4.291775847609342
30y,360,2,46164,199804,202803,199806,3,3,delisted,True,0.3816172559311153,0.3748363123437233
30y,360,1,46165,198103,201102,198512,58,58,delisted,True,-0.9930232353068947,-0.9943892258323518
30y,360,1,46172,196805,199804,199002,262,262,delisted,True,0.6466668036338337,-0.5574582965234063
30y,360,1,46173,198311,201310,199007,81,81,delisted,True,2.234562873134203,1.5052979308784882
30y,360,1,46180,196805,199804,197603,95,95,delisted,True,-0.8242230996754247,-0.8918295998002612
30y,360,1,46181,198110,201109,201109,360,360,complete,True,1.067253203732757,-0.15082706262580825
30y,360,2,46181,201110,204109,201302,17,17,delisted,True,1.2516722064759631,1.2004929888748772
30y,360,1,46199,196805,199804,198705,229,229,delisted,True,-0.004111562323612983,-0.6970949402646527
30y,360,1,46200,197212,200211,197407,20,20,delisted,True,-0.5172421491816428,-0.5856491320911268
30y,360,1,46201,196805,199804,197706,110,110,delisted,True,0.44789484411767444,-0.17944674402556782
30y,360,1,46202,197802,200801,198610,105,105,delisted,True,63.94838117877693,35.8021198882463
30y,360,1,46228,196805,199804,199804,360,360,complete,True,-0.7419390690530681,-0.9453704860026186
30y,360,2,46228,199805,202804,200101,33,33,delisted,True,-0.3121340127608756,-0.3616320792326798
30y,360,1,46229,197212,200211,200211,360,360,complete,True,1.5918174596202812,-0.3938606713298398
30y,360,2,46229,200212,203211,200910,83,83,delisted,True,-0.8179272151371753,-0.8473019983826673
30y,360,1,46236,196805,199804,199009,269,269,delisted,True,2.1377386652981745,-0.18659977327613297
30y,360,1,46237,197212,200211,200112,349,349,delisted,True,-0.6297206607568594,-0.9111497227848944
30y,360,1,46244,196805,199804,198010,150,150,delisted,True,-0.9347159538769265,-0.9735168492142249
30y,360,1,46245,198310,201309,199904,187,187,delisted,True,3.9716257385646774,2.012290685159231
30y,360,1,46252,196805,199804,198107,159,159,delisted,True,2.921239178488939,0.47260510633209174
30y,360,1,46253,197212,200211,197502,27,27,delisted,True,-0.18205762733652464,-0.33941415998225977
30y,360,1,46260,196805,199804,199804,360,360,complete,True,6.066391845961965,0.49590079692979705
30y,360,2,46260,199805,202804,199909,17,17,delisted,True,1.6249973138352072,1.5405721471007845
30y,360,1,46261,197911,200910,198303,41,41,delisted,True,-0.7857141093344793,-0.8354004190189259
30y,360,1,46279,196805,199804,197611,103,103,delisted,True,-0.46470299093877465,-0.6825134980740316
30y,360,1,46287,196805,199804,198112,164,164,delisted,True,-0.8335664321512695,-0.9390923964468475
30y,360,1,46288,197212,200211,199309,250,250,delisted,True,-0.14422865959271514,-0.7499331162421162
30y,360,1,46295,196805,199804,199804,360,360,complete,True,61.216449711625614,12.170743815876445
30y,360,2,46295,199805,202804,200812,128,128,delisted,True,-0.9976025371651857,-0.9981468324359394
30y,360,1,46296,197212,200211,198406,139,139,delisted,True,11.583869040567084,4.145188498746809
30y,360,1,46308,196806,199805,198107,158,158,delisted,True,0.4537658020694302,-0.4524572033690456
30y,360,1,46309,197212,200211,200208,357,357,delisted,True,3.6821228262052426,0.0986276028284585
30y,360,1,46317,197212,200211,197311,12,12,delisted,True,-0.6041672837470157,-0.6343506063371127
30y,360,1,46324,196806,199805,199805,360,360,complete,True,-0.9710213771397129,-0.9938589527722365
30y,360,2,46324,199806,202805,199808,3,3,delisted,True,-0.888888875,-0.8892968717870257
30y,360,1,46325,197212,200211,197707,56,56,delisted,True,-0.4526851249732563,-0.6195712999814109
30y,360,1,46332,196806,199805,197807,122,122,delisted,True,-0.6564933923715732,-0.8196198179120133
30y,360,1,46333,197212,200211,197412,25,25,delisted,True,-0.885416623840445,-0.9063904595536583
30y,360,1,46340,196806,199805,199805,360,360,complete,True,132.12818609409084,27.21205417841602
30y,360,2,46340,199806,202805,202401,308,308,delisted,True,-0.9877311994575984,-0.9935238306309219
30y,360,1,46359,196806,199805,197507,86,86,delisted,True,0.26935423182164797,-0.19201621775190236
30y,360,1,46360,197911,200910,199706,212,212,delisted,True,-0.8695653422722738,-0.9388104412905487
30y,360,1,46367,196806,199805,198111,162,162,delisted,True,-0.9752381617280385,-0.9908827809991176
30y,360,1,46368,197212,200211,197305,6,6,delisted,True,-0.5681816957792699,-0.5829363075407983
30y,360,1,46375,196806,199805,198011,150,150,delisted,True,0.20754535596192114,-0.5127448563662421
30y,360,1,46376,197212,200211,197503,28,28,delisted,True,-0.7354498361511713,-0.7871550863910752
30y,360,1,46383,196806,199805,199407,314,314,delisted,True,6.153431857491473,0.6630282957106237
30y,360,1,46384,197908,200907,198406,59,59,delisted,True,-0.7419359632786314,-0.8180860069013303
30y,360,1,46391,196806,199805,198506,205,205,delisted,True,10.655049144947071,2.7369813708241093
30y,360,1,46392,198310,201309,201309,360,360,complete,True,11.842918778850262,4.523328824937193
30y,360,2,46392,201310,204309,201902,65,65,delisted,True,1.034858313056946,0.8849101146626721
30y,360,1,46404,196806,199805,197907,134,134,delisted,True,3.0492809920263273,0.911083368329797
30y,360,1,46405,197305,200304,199612,284,284,delisted,True,6.684235559764062,1.1124380227346427
30y,360,1,46412,196806,199805,198202,165,165,delisted,True,0.4848918653548524,-0.45846966855451954
30y,360,1,46413,198001,200912,199710,214,214,delisted,True,32.080789818074315,14.70109269211822
30y,360,1,46420,196806,199805,199805,360,360,complete,True,0.931235793609607,-0.5907393434918208
30y,360,2,46420,199806,202805,200001,20,20,delisted,True,0.6813682668251879,0.6216039919380374
30y,360,1,46421,197212,200211,198610,167,167,delisted,True,5.420261656258404,1.4679881616079506
30y,360,1,46439,196807,199806,197811,125,125,delisted,True,-0.3808366386436767,-0.681231919301715
30y,360,1,46440,197212,200211,198511,156,156,delisted,True,1.024691382949917,-0.21241362718278511
30y,360,1,46447,196807,199806,198308,182,182,delisted,True,2.1627500087552725,0.09528368566674583
30y,360,1,46448,198311,201310,198911,73,73,delisted,True,6.780316578030288,5.24155658761763
30y,360,1,46455,196807,199806,197812,126,126,delisted,True,0.3925164550361717,-0.28625818331233077
30y,360,1,46456,197212,200211,197506,31,31,delisted,True,-0.2832563435530122,-0.43302367475089043
30y,360,1,46463,196807,199806,199806,360,360,complete,True,-0.965355965670188,-0.9926248589494204
30y,360,2,46463,199807,202806,202512,330,330,sample_end,False,9.379184839173252,4.220756814559441
30y,360,1,46464,198109,201108,198509,49,49,delisted,True,-0.9634145379859997,-0.9688195923925002
30y,360,1,46471,196807,199806,199806,360,360,complete,True,0.38422835837370206,-0.7053207114382356
