horizon,horizon_months,period_number,PERMNO,start_ymm,target_end_ymm,end_ymm,realized_months,observed_rows,terminal_reason,included_in_summary,nominal_ret,real_ret
30y,360,1,10000,198601,201512,198705,17,17,delisted,True,-0.9146340971913597,-0.917502270760527
30y,360,1,10001,198601,201512,201512,360,360,complete,True,15.570847604340806,6.657514610102304
30y,360,2,10001,201601,204512,201707,19,19,delisted,True,0.8159589780681358,0.7546742758473355
30y,360,1,10002,198601,201512,201301,325,325,delisted,True,-0.39084805022904134,-0.7108723809711408
30y,360,1,10003,198601,201512,199511,119,119,delisted,True,-0.6722987874045396,-0.7668115720267976
30y,360,1,10005,198601,201512,199106,66,66,delisted,True,-0.7500001517762732,-0.7990810043319609
30y,360,1,10006,192512,195511,195511,360,360,complete,True,1.9879273484008597,0.9993565900080095
30y,360,2,10006,195512,198511,198405,342,342,delisted,True,20.239261040269504,4.525494409896035
30y,360,1,10007,198601,201512,199009,57,57,delisted,True,-0.9725072419007442,-0.9773552489807938
30y,360,1,10008,198601,201512,198810,34,34,delisted,True,0.9733378578073459,0.7943912467416223
30y,360,1,10009,198601,201512,200010,178,178,delisted,True,6.825707553641029,3.9158036529480738
30y,360,1,10010,198601,201512,199507,115,115,delisted,True,4.230826100885587,2.7490445431265225
30y,360,1,10011,198806,201805,199801,116,116,delisted,True,1.0319097016998544,0.47740959127310045
30y,360,1,10012,198601,201512,200507,235,235,delisted,True,-0.9633845497049365,-0.9795185838421165
30y,360,1,10013,198601,201512,198705,17,17,delisted,True,-0.7999995700140534,-0.8067193015255176
30y,360,1,10014,192601,195512,195512,360,360,complete,True,2.695398620659902,1.4681953473810592
30y,360,2,10014,195601,198512,197703,255,255,delisted,True,0.66248696557425,-0.2511823415564721
30y,360,1,10015,198309,201308,198606,34,34,delisted,True,1.2857112894676774,1.0915823854306987
30y,360,1,10016,198601,201512,200104,184,184,delisted,True,1.2642843131615908,0.3990179504158382
30y,360,1,10017,198601,201512,198808,32,32,delisted,True,-0.1142862921981268,-0.1864831238424809
30y,360,1,10018,198601,201512,199510,118,118,delisted,True,-0.9701491778513462,-0.9787723171057394
30y,360,1,10019,198601,201512,200205,197,197,delisted,True,-0.8199972096629375,-0.8905767242278034
30y,360,1,10020,198601,201512,199304,88,88,delisted,True,1.8973187411647308,1.1991454056201754
30y,360,1,10021,198601,201512,199512,120,120,delisted,True,-0.8175437393872815,-0.8700816333226702
30y,360,1,10022,192512,195511,195511,360,360,complete,True,10.971223419039141,7.010484072219519
30y,360,2,10022,195512,198511,196004,53,53,delisted,True,1.2845369310041987,1.0831879133563693
30y,360,1,10023,197212,200211,197305,6,6,delisted,True,-0.34607081507512494,-0.3684146368834922
30y,360,1,10024,198601,201512,199204,76,76,delisted,True,-0.9562500028135823,-0.9657213283693515
30y,360,1,10025,198601,201512,201512,360,360,complete,True,12.919032085187727,5.432090505912781
30y,360,2,10025,201601,204512,201612,12,12,delisted,True,0.5235418093848585,0.49257648722933833
30y,360,1,10026,198602,201601,201601,360,360,complete,True,40.52177298131393,18.20843809093523
30y,360,2,10026,201602,204601,202512,119,119,sample_end,False,-0.009066624512775623,-0.2755282403953314
30y,360,1,10027,198602,201601,199002,49,49,delisted,True,-0.07954632056631539,-0.21186153698490784
30y,360,1,10028,198602,201601,201601,360,360,complete,True,-0.9315227295496754,-0.9683216463161815
30y,360,2,10028,201602,204601,202512,119,119,sample_end,False,32.44994206944271,23.455265095706533
30y,360,1,10029,198602,201601,199007,54,54,delisted,True,-0.4302334169557456,-0.5211164302020685
30y,360,1,10030,192512,195511,195511,360,360,complete,True,5.4193863473392145,3.295500158070862
30y,360,2,10030,195512,198511,196811,156,156,delisted,True,3.7649025525089277,2.6207875328387
30y,360,1,10031,198312,201311,198907,68,68,delisted,True,-0.8163264793277091,-0.8505807050479433
30y,360,1,10032,198602,201601,201601,360,360,complete,True,19.839900582811623,8.640771851103963
30y,360,2,10032,201602,204601,202512,119,119,sample_end,False,3.2060440581448795,2.0750403762319047
30y,360,1,10033,198602,201601,198611,10,10,delisted,True,1.0437656317416177,1.0289557358594315
30y,360,1,10034,198602,201601,199108,67,67,delisted,True,0.3632329187111152,0.09377985278724843
30y,360,1,10035,198602,201601,200311,214,214,delisted,True,-0.7289270559815297,-0.8389723866426864
30y,360,1,10036,198602,201601,199102,61,61,delisted,True,-0.9537036562848357,-0.9623584623799555
30y,360,1,10037,198602,201601,200405,220,220,delisted,True,1.4453151951213008,0.4172741691448698
30y,360,1,10038,198602,201601,199012,59,59,delisted,True,-0.7692310515705085,-0.810969531032345
30y,360,1,10039,198602,201601,200105,184,184,delisted,True,-0.7399996755310511,-0.839639642308403
30y,360,1,10040,198602,201601,198905,40,40,delisted,True,-0.8633408178216442,-0.8790157805593877
30y,360,1,10041,198602,201601,199004,51,51,delisted,True,-0.9431817648305805,-0.95168907234625
30y,360,1,10042,198602,201601,200802,265,265,delisted,True,-0.94857152433357,-0.9733747712185132
30y,360,1,10043,198602,201601,199905,160,160,delisted,True,3.3245311453179536,1.8517967119545617
30y,360,1,10044,198602,201601,201601,360,360,complete,True,4.440128141108242,1.516664320963812
30y,360,2,10044,201602,204601,202512,119,119,sample_end,False,-0.7780217083316048,-0.837711588349752
30y,360,1,10045,198602,201601,198703,14,14,delisted,True,-0.7037033768422394,-0.7103112408734116
30y,360,1,10046,198602,201601,199502,109,109,delisted,True,-0.9016393591927025,-0.9285597996522214
30y,360,1,10047,198602,201601,199412,107,107,delisted,True,-0.9968931581591127,-0.9977253849982548
30y,360,1,10048,198602,201601,199909,164,164,delisted,True,15.955765056098933,10.068206373725113
30y,360,1,10049,192512,195511,193208,81,81,delisted,True,-0.9327031238080782,-0.9102708317441043
30y,360,1,10050,197212,200211,197805,66,66,delisted,True,0.4759339890022909,-0.02977362583415266
30y,360,1,10051,198602,201601,201601,360,360,complete,True,0.6862511969415122,-0.21992127511527393
30y,360,2,10051,201602,204601,202209,80,80,delisted,True,-0.24425108438554233,-0.39675140127046815
30y,360,1,10052,198602,201601,198802,25,25,delisted,True,0.10714208464045316,0.046058383418910775
30y,360,1,10053,198602,201601,198912,47,47,delisted,True,-0.6166660618073433,-0.6668247452346139
30y,360,1,10054,198602,201601,198612,11,11,delisted,True,-0.5624993641369763,-0.5660627177322408
30y,360,1,10055,198602,201601,199507,114,114,delisted,True,-0.9991666634241407,-0.9994010905658086
30y,360,1,10056,198602,201601,200609,248,248,delisted,True,4.464592121631034,1.951795448648407
30y,360,1,10057,192512,195511,195511,360,360,complete,True,33.016884796009364,21.76222774454163
30y,360,2,10057,195512,198511,198511,360,360,complete,True,3.1500654588046704,0.024190466438954283
30y,360,3,10057,198512,201511,199606,127,127,delisted,True,2.455567080235232,1.4036809939096382
30y,360,1,10058,197212,200211,198408,141,141,delisted,True,-0.9500999971719202,-0.9797534916754967
30y,360,1,10059,198602,201601,199403,98,98,delisted,True,1.7167017239086593,1.0227616096493826
30y,360,1,10060,198602,201601,199805,148,148,delisted,True,0.31242500832233344,-0.11645097719823116
30y,360,1,10061,198602,201601,199006,53,53,delisted,True,-0.85964496499551,-0.8815788157313927
30y,360,1,10062,198602,201601,199908,163,163,delisted,True,-0.9825609962196722,-0.9885618503032679
30y,360,1,10063,198602,201601,199306,89,89,delisted,True,-0.7864521728165161,-0.837916607622508
30y,360,1,10064,198602,201601,199702,133,133,delisted,True,2.781431026034893,1.5967721832921367
30y,360,1,10066,198308,201307,201307,360,360,complete,True,-0.9997425988147002,-0.9998899194403523
30y,360,2,10066,201308,204307,202512,149,149,sample_end,False,-0.7948483455604234,-0.8521153700603377
30y,360,1,10067,198602,201601,198702,13,13,delisted,True,0.3855410762154179,0.3607105909785824
30y,360,1,10068,198602,201601,198610,9,9,delisted,True,-0.36585240222577153,-0.36987691100584386
30y,360,1,10069,198602,201601,198612,11,11,delisted,True,-0.47999998221508045,-0.484235276477582
30y,360,1,10070,198602,201601,199010,57,57,delisted,True,-0.9509804608579323,-0.9597562435208193
30y,360,1,10071,198602,201601,199708,139,139,delisted,True,7.853346406189134,5.034370436059264
30y,360,1,10072,198602,201601,199209,80,80,delisted,True,-0.8787877327599841,-0.9059811430325142
30y,360,1,10073,192512,195511,193806,151,151,delisted,True,-0.7168036159288875,-0.6384727011858136
30y,360,1,10074,198201,201112,199602,170,170,delisted,True,1.1295812932624463,0.29232176608566873
30y,360,1,10075,198603,201602,199906,160,160,delisted,True,7.861603952719756,4.827757593455301
30y,360,1,10076,198603,201602,199005,51,51,delisted,True,-0.953470795170793,-0.9606374451406167
30y,360,1,10077,198604,201603,199312,93,93,delisted,True,-0.9964587296186486,-0.9973574059156993
30y,360,1,10078,198603,201602,200912,286,286,delisted,True,8.481151554871719,3.798771306870967
30y,360,1,10079,198603,201602,199502,108,108,delisted,True,-0.4621864599564377,-0.6104504975032381
30y,360,1,10080,198603,201602,200310,212,212,delisted,True,-0.903614569440765,-0.9430544456209492
30y,360,1,10081,192512,195511,193105,66,66,delisted,True,-0.9677507970855554,-0.962059761277124
30y,360,1,10082,198303,201302,199508,150,150,delisted,True,1.199720550282258,0.40845416528864287
30y,360,1,10083,198603,201602,199308,90,90,delisted,True,-0.9938995160815869,-0.9953951457715293
30y,360,1,10084,198603,201602,199402,96,96,delisted,True,-0.9276293210277433,-0.9460796509088777
30y,360,1,10085,198603,201602,200603,241,241,delisted,True,58.5444015163198,31.573589017686466
30y,360,1,10086,198603,201602,199406,100,100,delisted,True,2.566118532467671,1.6336267270183553
30y,360,1,10087,198603,201602,200009,175,175,delisted,True,-0.02369611740824551,-0.3856648568377725
30y,360,1,10088,198603,201602,198804,26,26,delisted,True,-0.8780487993172839,-0.8861719365104964
30y,360,1,10089,198603,201602,200502,228,228,delisted,True,-0.9899212808639271,-0.994256496342165
30y,360,1,10090,198603,201602,199507,113,113,delisted,True,-0.8728331469143729,-0.9088568062802687
30y,360,1,10091,198603,201602,198901,35,35,delisted,True,1.4385932245342725,1.20097637854332
30y,360,1,10092,198603,201602,201005,291,291,delisted,True,-0.6282345058319525,-0.813757718410804
30y,360,1,10093,198603,201602,199004,50,50,delisted,True,-0.9732079083270185,-0.977281802793973
30y,360,1,10094,198603,201602,199711,141,141,delisted,True,6.10715724816335,3.809983202626964
30y,360,1,10095,198603,201602,199411,105,105,delisted,True,0.1653233992354295,-0.14916601512069172
30y,360,1,10096,198603,201602,199002,48,48,delisted,True,0.19386475464105435,0.019448575642713406
30y,360,1,10097,198603,201602,199603,121,121,delisted,True,-0.4373752895048322,-0.6050425121572138
30y,360,1,10098,198603,201602,198903,37,37,delisted,True,-0.41484729675754384,-0.4770466846737489
30y,360,1,10099,198603,201602,198706,16,16,delisted,True,-0.33876882065859726,-0.36323728720691384
30y,360,1,10100,198603,201602,201302,324,324,delisted,True,-0.728738517367879,-0.8722944787277602
30y,360,1,10101,198603,201602,198806,28,28,delisted,True,0.6336657593276687,0.5132175211399508
30y,360,1,10102,192512,195511,195511,360,360,complete,True,11.19405063652091,7.159587786519548
30y,360,2,10102,195512,198511,197804,269,269,delisted,True,5.671849762367923,1.8086503694475287
30y,360,1,10103,197703,200702,198911,153,153,delisted,True,2.0000162013021314,0.408268129443653
30y,360,1,10104,198603,201602,201602,360,360,complete,True,621.2338072282545,285.82834254863013
30y,360,2,10104,201603,204602,202512,118,118,sample_end,False,5.136862883026831,3.490355604489917
30y,360,1,10105,198603,201602,198707,17,17,delisted,True,0.6500003525443345,0.5847542929094522
30y,360,1,10106,198603,201602,199412,106,106,delisted,True,3.0468400139686214,1.954706837186177
30y,360,1,10107,198603,201602,201602,360,360,complete,True,752.8584312492757,346.5027583517666
30y,360,2,10107,201603,204602,202512,118,118,sample_end,False,9.77939420361267,6.887305631199742
30y,360,1,10108,198603,201602,200507,233,233,delisted,True,22.926811809477663,12.383830761391556
30y,360,1,10109,198603,201602,199007,53,53,delisted,True,2.314817260365118,1.7784472895545034
30y,360,1,10110,192512,195511,193101,62,62,delisted,True,-0.9519046858631919,-0.945552474562104
30y,360,1,10111,197212,200211,197302,3,3,delisted,True,-0.3999992312811469,-0.4069922472335813
30y,360,1,10112,198603,201602,198805,27,27,delisted,True,-0.8999997345080651,-0.9069784764402683
30y,360,1,10114,198806,201805,200407,194,194,delisted,True,-0.9804082288787406,-0.9878456541354383
30y,360,1,10115,198603,201602,198805,27,27,delisted,True,0.1183013566617035,0.04025819815424758
30y,360,1,10116,198603,201602,201602,360,360,complete,True,-0.962595899263483,-0.9827579985302187
30y,360,2,10116,201603,204602,201701,11,11,delisted,True,-0.7505089429388936,-0.7563938492959696
30y,360,1,10117,198603,201602,198709,19,19,delisted,True,-0.4929567693292132,-0.5180884772842003
30y,360,1,10118,198603,201602,198810,32,32,delisted,True,-0.04444641564105001,-0.1310981133907385
30y,360,1,10119,198603,201602,200708,258,258,delisted,True,1.603071831692151,0.36852213181314153
30y,360,1,10120,198603,201602,199804,146,146,delisted,True,9.26822244117207,5.906564386585281
30y,360,1,10121,198603,201602,199112,70,70,delisted,True,2.8813838650290133,2.0763977987503353
30y,360,1,10122,198603,201602,200209,199,199,delisted,True,10.43076066124869,5.902663758422552
30y,360,1,10123,198804,201803,200205,170,170,delisted,True,6.414849945396611,3.804393874520052
30y,360,1,10124,198603,201602,198711,21,21,delisted,True,-0.7142857738234792,-0.7293885188813372
30y,360,1,10125,198603,201602,199108,66,66,delisted,True,-0.9886363126315106,-0.9909073863149642
30y,360,1,10126,198603,201602,200006,172,172,delisted,True,4.230370159604866,2.3160061394710687
30y,360,1,10127,198603,201602,200203,193,193,delisted,True,-0.24201115019922692,-0.5366432814137333
30y,360,1,10128,198603,201602,200101,179,179,delisted,True,-0.8815736116268067,-0.9260765034312392
30y,360,1,10129,192512,195511,192703,16,16,delisted,True,0.3545790924651162,0.4093886511197735
30y,360,1,10130,198603,201602,199906,160,160,delisted,True,9.398759579827153,5.8386547657948835
30y,360,1,10131,198603,201602,199108,66,66,delisted,True,-0.9279763526390075,-0.9423705369212556
30y,360,1,10132,198603,201602,198910,44,44,delisted,True,-0.9303278968063334,-0.9393697382239828
30y,360,1,10133,198603,201602,199009,55,55,delisted,True,-0.979973304402758,-0.9835047639127464
30y,360,1,10134,198604,201603,198810,31,31,delisted,True,0.6637954178340122,0.5059978490876926
30y,360,1,10135,198604,201603,198901,34,34,delisted,True,-0.9723639544519569,-0.9751709186157961
30y,360,1,10136,198604,201603,199602,119,119,delisted,True,1.9293051359307491,1.057510644217337
30y,360,1,10137,192512,195511,195511,360,360,complete,True,4.224842011549169,2.4961768107020585
30y,360,2,10137,195512,198511,198511,360,360,complete,True,18.608839643451624,3.8392457468701737
30y,360,3,10137,198512,201511,201101,302,302,delisted,True,4.1681197998748525,1.5579755892270972
30y,360,1,10138,198604,201603,201603,360,360,complete,True,162.12534514780444,73.5302502481024
30y,360,2,10138,201604,204603,202512,117,117,sample_end,False,0.9789626178248829,0.45424628644570153
30y,360,1,10139,198806,201805,198908,15,15,delisted,True,-0.8958334227277482,-0.9017690784150114
30y,360,1,10140,198604,201603,199806,147,147,delisted,True,0.30607729974449804,-0.12821343428097032
30y,360,1,10141,198604,201603,199606,123,123,delisted,True,-0.8185556652524342,-0.8740195046551679
30y,360,1,10142,198604,201603,200003,168,168,delisted,True,2.2499940829848053,1.065416800401561
30y,360,1,10143,198604,201603,201005,290,290,delisted,True,5.750565204974092,2.366340759843704
30y,360,1,10144,198604,201603,198808,29,29,delisted,True,-0.9554793605983051,-0.9592954154041646
30y,360,1,10145,192512,195511,195511,360,360,complete,True,15.983633376142993,10.364513039798295
30y,360,2,10145,195512,198511,198511,360,360,complete,True,3.8396948532579493,0.19438340873980997
30y,360,3,10145,198512,201511,201511,360,360,complete,True,21.23299172117208,9.210823885157557
30y,360,4,10145,201512,204511,202512,121,121,sample_end,False,1.5672862092836586,0.8802713120854762
30y,360,1,10146,197212,200211,198803,184,184,delisted,True,8.924938233662994,2.6121663614361412
30y,360,1,10147,198604,201603,201603,360,360,complete,True,134.3707190961304,60.849454242432714
30y,360,2,10147,201604,204603,201608,5,5,delisted,True,0.09241260827157682,0.08007124359226236
30y,360,1,10148,198604,201603,199103,60,60,delisted,True,-0.9908424972328783,-0.9926197311032383
30y,360,1,10149,198604,201603,200206,195,195,delisted,True,7.329912148939009,4.037767881070403
30y,360,1,10150,198604,201603,199801,142,142,delisted,True,0.2914292037242585,-0.13052291234406388
30y,360,1,10152,198604,201603,199004,49,49,delisted,True,-0.977941085947889,-0.981380839031267
30y,360,1,10153,192512,195511,195511,360,360,complete,True,12.811203124914343,8.241697258307012
30y,360,2,10153,195512,198511,198511,360,360,complete,True,-0.7568584478683567,-0.9399953417216401
30y,360,3,10153,198512,201511,198811,36,36,delisted,True,-0.8846154697433011,-0.8954537506402311
30y,360,1,10154,197212,200211,199601,278,278,delisted,True,13.507818331518603,2.9840122879299753
30y,360,1,10155,198604,201603,200105,182,182,delisted,True,-0.6803559701741733,-0.804292231597918
30y,360,1,10156,198604,201603,199104,61,61,delisted,True,-0.9788732974553727,-0.9829986299049153
30y,360,1,10157,198604,201603,199612,129,129,delisted,True,4.212398872453144,2.5757187725277597
30y,360,1,10158,201007,204006,202512,186,186,sample_end,False,1.8800292170415518,0.937163461313429
30y,360,1,10159,198604,201603,199005,50,50,delisted,True,-0.8481479248810913,-0.872124568320919
30y,360,1,10160,198604,201603,200305,206,206,delisted,True,-0.842876019131817,-0.9068387513980474
30y,360,1,10161,192512,195511,195511,360,360,complete,True,12.179992012942348,7.8193255105190484
30y,360,2,10161,195512,198511,198511,360,360,complete,True,2.115117587664669,-0.23122327423688327
30y,360,3,10161,198512,201511,199310,95,95,delisted,True,1.2421161770402178,0.6773552731460788
30y,360,1,10162,197301,200212,198102,98,98,delisted,True,-0.2935797705475761,-0.6584430062374511
30y,360,1,10163,198604,201603,201204,313,313,delisted,True,5.310088655492962,1.9838435609345915
30y,360,1,10164,198604,201603,198908,41,41,delisted,True,-0.5338993054236776,-0.5930035668547041
30y,360,1,10165,198604,201603,198801,22,22,delisted,True,0.17180636752557743,0.10192336030062887
30y,360,1,10166,198604,201603,199209,78,78,delisted,True,-0.7865169604677051,-0.8356195704096698
30y,360,1,10167,198604,201603,198705,14,14,delisted,True,-0.9519231100441401,-0.9537509670451145
30y,360,1,10168,198604,201603,198903,36,36,delisted,True,-0.7916661839967825,-0.8146629666300076
30y,360,1,10169,198604,201603,198708,17,17,delisted,True,0.28571288504340564,0.22277589067065118
30y,360,1,10170,198604,201603,200304,205,205,delisted,True,-0.965028904364168,-0.9792989379478861
30y,360,1,10171,198604,201603,199004,49,49,delisted,True,-0.9747899812546189,-0.9787211013227505
30y,360,1,10172,198604,201603,199111,68,68,delisted,True,-0.9662761759522573,-0.9733733522758026
30y,360,1,10173,198604,201603,199601,118,118,delisted,True,-0.8261252850051646,-0.8774768847704784
30y,360,1,10174,198604,201603,199302,83,83,delisted,True,-0.7639164183397896,-0.8205038875986661
30y,360,1,10175,198604,201603,199706,135,135,delisted,True,-0.9987947395048138,-0.9991819566944713
30y,360,1,10176,198604,201603,199205,74,74,delisted,True,-0.11111073864174337,-0.3077226081905635
30y,360,1,10177,199909,202908,200306,46,46,delisted,True,-0.867199575231411,-0.879200049108159
30y,360,1,10178,198604,201603,199901,154,154,delisted,True,-0.8906257698808576,-0.9275720253380239
30y,360,1,10179,198604,201603,199709,138,138,delisted,True,3.4405812615891502,1.9971168812710904
30y,360,1,10180,198804,201803,201803,360,360,complete,True,3.217162647274014,0.9687099722201316
30y,360,2,10180,201804,204803,202005,26,26,delisted,True,-0.9959914479239731,-0.9960983868390804
30y,360,1,10181,198604,201603,199002,47,47,delisted,True,-0.9800724572178003,-0.9830615886351303
30y,360,1,10182,198604,201603,201603,360,360,complete,True,39.05396097106065,17.300232449445694
30y,360,2,10182,201604,204603,202005,50,50,delisted,True,0.7746498325254498,0.6482480632111136
30y,360,1,10183,198604,201603,198609,6,6,delisted,True,-0.8684209097743849,-0.8700925134614618
30y,360,1,10184,198802,201801,199203,50,50,delisted,True,-0.969697028540817,-0.9748309131527102
30y,360,1,10185,198604,201603,199910,163,163,delisted,True,3.698970947414879,2.0395246080781138
30y,360,1,10186,198604,201603,199003,48,48,delisted,True,0.35999981438758644,0.14971235280007344
30y,360,1,10187,198604,201603,199802,143,143,delisted,True,-0.79439246027494,-0.8618276694126835
30y,360,1,10188,192512,195511,195511,360,360,complete,True,1.085593674328694,0.3955645404429966
30y,360,2,10188,195512,198511,197806,271,271,delisted,True,13.133604541593822,4.831195738786416
30y,360,1,10189,197212,200211,198801,182,182,delisted,True,6.036697885963296,1.5787034603703054
30y,360,1,10190,198604,201603,199112,69,69,delisted,True,-0.9904032483710078,-0.9924283787002585
30y,360,1,10191,198604,201603,199002,47,47,delisted,True,-0.736841431126362,-0.7763152164574079
30y,360,1,10192,198604,201603,200106,183,183,delisted,True,4.2446931294152,2.2057450139346866
30y,360,1,10193,198604,201603,199407,100,100,delisted,True,-0.8281246556798867,-0.873988965889297
30y,360,1,10194,198604,201603,200009,174,174,delisted,True,3.2623747015401205,1.6698121331466083
30y,360,1,10195,198604,201603,200308,209,209,delisted,True,16.663444103260687,9.410523935182901
30y,360,1,10196,192512,195511,195511,360,360,complete,True,-0.9892635149823228,-0.9928157349324093
30y,360,2,10196,195512,198511,196712,145,145,delisted,True,4.050421939773715,3.0075619522098185
30y,360,1,10197,197212,200211,197301,2,2,delisted,True,-0.2641503169810001,-0.26760501032850736
30y,360,1,10198,198604,201603,199109,66,66,delisted,True,-0.8367347867335703,-0.8705302098878458
30y,360,1,10199,198604,201603,199803,144,144,delisted,True,8.917047264542555,5.652125415426827
30y,360,1,10200,198604,201603,201603,360,360,complete,True,1.3708213114581804,0.08320325990060407
30y,360,2,10200,201604,204603,202512,117,117,sample_end,False,5.109629770694233,3.489678746613097
30y,360,1,10201,201007,204006,202104,130,130,delisted,True,-0.6055565166505923,-0.6780618382489922
30y,360,1,10202,198604,201603,198807,28,28,delisted,True,-0.04869397276239995,-0.12656459271349474
30y,360,1,10203,198604,201603,199308,89,89,delisted,True,-0.8663647383419345,-0.899588974665763
30y,360,1,10204,198605,201604,198704,12,12,delisted,True,-0.880000187142506,-0.8843657526501878
30y,360,1,10205,198605,201604,201011,295,295,delisted,True,1.079734571263074,0.03224898396809173
30y,360,1,10206,198605,201604,199004,48,48,delisted,True,-0.9199999278994471,-0.9325988531410392
30y,360,1,10208,198605,201604,199204,72,72,delisted,True,-0.946428536580146,-0.9582949037462642
30y,360,1,10209,192512,195511,195511,360,360,complete,True,2.9462440697703123,1.6406094147161916
30y,360,2,10209,195512,198511,196309,94,94,delisted,True,1.7828768103938084,1.4384164885861046
30y,360,1,10210,198605,201604,199110,66,66,delisted,True,-0.9786931851044288,-0.9831592423751162
30y,360,1,10211,198605,201604,200602,238,238,delisted,True,10.056609730214007,5.043018705089298
30y,360,1,10212,198605,201604,199605,121,121,delisted,True,0.18292333041420994,-0.17965853331428272
30y,360,1,10213,198605,201604,199611,127,127,delisted,True,9.86532628673659,6.439939689404745
30y,360,1,10214,198605,201604,199712,140,140,delisted,True,-0.22702686051347276,-0.47957295134385114
30y,360,1,10215,198605,201604,198707,15,15,delisted,True,-0.5918369421471376,-0.6104876266887449
30y,360,1,10216,198605,201604,200104,180,180,delisted,True,-0.9988141126458104,-0.9992719764462127
30y,360,1,10217,192512,195511,195511,360,360,complete,True,2.6527442447718834,1.4442154797730056
30y,360,2,10217,195512,198511,196912,169,169,delisted,True,1.6311561992911239,0.877403229732928
30y,360,1,10218,198010,201009,199902,221,221,delisted,True,-0.8194452194897325,-0.9078018142075228
30y,360,1,10219,198605,201604,198704,12,12,delisted,True,-0.47540967572070547,-0.49449415069448643
30y,360,1,10220,201008,204007,202512,185,185,sample_end,False,11.264627352905983,7.251167008691089
30y,360,1,10221,198605,201604,198805,25,25,delisted,True,-0.9836065115579612,-0.984848231108039
30y,360,1,10222,198605,201604,199601,117,117,delisted,True,-0.9850187438082137,-0.9894626656578498
30y,360,1,10223,201007,204006,201402,44,44,delisted,True,-0.8084501377574783,-0.8221697423399201
30y,360,1,10224,198605,201604,199304,84,84,delisted,True,0.39758375714525185,0.05401108351371153
30y,360,1,10225,192512,195511,195511,360,360,complete,True,8.086792222302874,5.080381412693374
30y,360,2,10225,195512,198511,198511,360,360,complete,True,37.025141395996066,8.384186271121973
30y,360,3,10225,198512,201511,201404,341,341,delisted,True,27.119359685145138,11.928604836002648
30y,360,1,10226,197212,200211,197309,10,10,delisted,True,-0.44444502711291656,-0.4788599369377802
30y,360,1,10227,198605,201604,198810,30,30,delisted,True,1.777836941371819,1.509759499442426
30y,360,1,10228,198605,201604,199005,49,49,delisted,True,-0.9013160180633164,-0.9170504610036855
30y,360,1,10229,198605,201604,198802,22,22,delisted,True,1.8499979817451595,1.6681877656683124
30y,360,1,10230,198605,201604,200110,186,186,delisted,True,5.615736416568096,3.043156864599297
30y,360,1,10231,198605,201604,199708,136,136,delisted,True,2.4676929183702,1.3419866351679333
30y,360,1,10232,198605,201604,201604,360,360,complete,True,14.961870256600507,6.2450550230368345
30y,360,2,10232,201605,204604,202204,72,72,delisted,True,0.7417774911478028,0.4414612630859447
30y,360,1,10233,192512,195511,195511,360,360,complete,True,2.8899427092012004,1.6029356418446707
30y,360,2,10233,195512,198511,198511,360,360,complete,True,57.993334631669825,13.558905519191924
30y,360,3,10233,198512,201511,198512,1,1,delisted,True,0.010437999999999947,0.007664611161939616
30y,360,1,10234,197212,200211,198306,127,127,delisted,True,0.029236557776584737,-0.5614107532690735
30y,360,1,10235,198605,201604,200107,183,183,delisted,True,-0.2668651679138164,-0.5514453928757203
30y,360,1,10236,198605,201604,199009,53,53,delisted,True,-0.48863696571557136,-0.5815069666670014
30y,360,1,10237,198605,201604,198808,28,28,delisted,True,-0.9354838224473879,-0.9411222110738348
30y,360,1,10238,198605,201604,200801,261,261,delisted,True,0.2867423254628165,-0.33803781835498803
30y,360,1,10239,198605,201604,201604,360,360,complete,True,9.969000007218243,3.978803067712244
30y,360,2,10239,201605,204604,202105,61,61,delisted,True,0.14901330940713953,0.02124509527317109
30y,360,1,10240,198605,201604,198804,24,24,delisted,True,-0.9494680557084376,-0.9531360448329319
30y,360,1,10241,192512,195511,195511,360,360,complete,True,13.05968237070337,8.407965898611925
30y,360,2,10241,195512,198511,198511,360,360,complete,True,6.8173294558687685,0.9292308473657853
30y,360,3,10241,198512,201511,198811,36,36,delisted,True,0.02109547964583869,-0.0748178945852328
30y,360,1,10242,198605,201604,199807,147,147,delisted,True,8.004244483460488,4.991795042302754
30y,360,1,10243,198605,201604,199503,107,107,delisted,True,2.5110707915318806,1.5185091675056968
30y,360,1,10244,198605,201604,200205,193,193,delisted,True,-0.9714286747119389,-0.9827427924010933
30y,360,1,10245,198605,201604,199210,78,78,delisted,True,-0.9047619424687406,-0.9270602746974982
30y,360,1,10246,198605,201604,199602,118,118,delisted,True,1.0257952352882969,0.42027993900780225
30y,360,1,10247,198605,201604,199911,163,163,delisted,True,-0.9895938179831512,-0.9932851374508035
30y,360,1,10248,198605,201604,199601,117,117,delisted,True,0.3636374095550048,-0.04086125208760705
30y,360,1,10249,198605,201604,198809,29,29,delisted,True,-0.48717960345769407,-0.5351227457053891
30y,360,1,10250,198605,201604,199711,139,139,delisted,True,-0.9557970139372837,-0.9702758867714489
30y,360,1,10251,198605,201604,199210,78,78,delisted,True,-0.1226388708950471,-0.3280576966093237
30y,360,1,10252,198605,201604,201604,360,360,complete,True,3.8663951924779463,1.2088452271916696
30y,360,2,10252,201605,204604,202512,116,116,sample_end,False,1.0409581642595347,0.5069145615820241
30y,360,1,10253,198605,201604,201604,360,360,complete,True,-0.9773934277354462,-0.9897389305071427
