analysis,horizon,horizon_months,window,period_number,PERMNO,start_ymm,target_end_ymm,end_ymm,realized_months,observed_rows,missing_calendar_months,is_sparse_history,terminal_reason,included_in_summary,no_post_start_obs,nominal_ret,real_ret,nominal_ret_skip_first_observed,real_ret_skip_first_observed,period_end_mthretflg,period_end_security_end_dt,period_end_security_active_flg,period_end_del_action_type,period_end_del_status_type,period_end_del_reason_type,period_end_del_payment_type,stock_terminal_mthretflg,stock_terminal_security_end_dt,stock_terminal_security_active_flg,stock_terminal_del_action_type,stock_terminal_del_status_type,stock_terminal_del_reason_type,stock_terminal_del_payment_type
calendar_window,10y,120,1925-1935,1,10006,192512,193512,193512,120,120,0,False,complete,True,False,-0.5125379576376956,-0.3677122783851271,,,CR,1984-06-28,Y,MER,FPAY,UNAV,CASH,CR,1984-06-28,Y,MER,FPAY,UNAV,CASH
calendar_window,10y,120,1925-1935,1,10022,192512,193512,193512,120,120,0,False,complete,True,False,2.8886014679017853,4.043910599669704,,,CR,1960-05-03,Y,MER,FPAY,UNAV,STK,CR,1960-05-03,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,10030,192512,193512,193512,120,120,0,False,complete,True,False,0.9087883750756149,1.4758921676705445,,,CR,1968-12-26,Y,MER,FPAY,UNAV,UNAV,CR,1968-12-26,Y,MER,FPAY,UNAV,UNAV
calendar_window,10y,120,1925-1935,1,10049,192512,193512,193208,80,80,0,False,delisted,True,False,-0.9327031238080782,-0.9107693271233037,,,CR,1932-09-28,Y,GDR,VCL,UNAV,PRCF,CR,1932-09-28,Y,GDR,VCL,UNAV,PRCF
calendar_window,10y,120,1925-1935,1,10057,192512,193512,193512,120,120,0,False,complete,True,False,0.445700956550962,0.8752208059610316,,,CR,1996-07-02,Y,MER,FPAY,UNAV,CASH,CR,1996-07-02,Y,MER,FPAY,UNAV,CASH
calendar_window,10y,120,1925-1935,1,10073,192512,193512,193512,120,120,0,False,complete,True,False,-0.7728547278983038,-0.7053695383608434,,,CR,1938-07-27,Y,GLI,FPAY,UNAV,UNAV,CR,1938-07-27,Y,GLI,FPAY,UNAV,UNAV
calendar_window,10y,120,1925-1935,1,10081,192512,193512,193105,65,65,0,False,delisted,True,False,-0.9677507970855554,-0.96227054038114,,,CR,1931-06-18,Y,GDR,VCL,UNAV,PRCF,CR,1931-06-18,Y,GDR,VCL,UNAV,PRCF
calendar_window,10y,120,1925-1935,1,10102,192512,193512,193512,120,120,0,False,complete,True,False,6.23663723058299,8.386652639669222,,,CR,1978-05-05,Y,MER,FPAY,UNAV,CASH,MP,1978-05-05,Y,MER,FPAY,UNAV,CASH
calendar_window,10y,120,1925-1935,1,10110,192512,193512,193101,61,61,0,False,delisted,True,False,-0.9519046858631919,-0.9458549608145367,,,CR,1931-02-14,Y,GDR,VCL,FING,PRCF,CR,1931-02-14,Y,GDR,VCL,FING,PRCF
calendar_window,10y,120,1925-1935,1,10129,192512,193512,192703,15,15,0,False,delisted,True,False,0.3545790924651162,0.4015587141691075,,,CR,1927-04-01,Y,MER,FPAY,UNAV,STK,CR,1927-04-01,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,10137,192512,193512,193512,120,120,0,False,complete,True,False,0.17832358586569175,0.5284052309417344,,,CR,2011-02-25,Y,MER,FPAY,UNAV,STK,CR,2011-02-25,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,10145,192512,193512,193512,120,120,0,False,complete,True,False,1.3698443823472997,2.073928582899759,,,CR,2025-12-31,Y,,UNAV,NACT,UNAV,CR,2025-12-31,Y,,UNAV,NACT,UNAV
calendar_window,10y,120,1925-1935,1,10153,192512,193512,193512,120,120,0,False,complete,True,False,1.4741554431042476,2.2092306109830493,,,CR,1988-12-02,Y,GEX,FPAY,UNAV,UNAV,CR,1988-12-02,Y,GEX,FPAY,UNAV,UNAV
calendar_window,10y,120,1925-1935,1,10161,192512,193512,193512,120,120,0,False,complete,True,False,-0.18984795102119345,0.050849396863815066,,,CR,1993-11-15,Y,MER,FPAY,UNAV,STK,CR,1993-11-15,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,10188,192512,193512,193512,120,120,0,False,complete,True,False,-0.45419700263404306,-0.29203814109777904,,,CR,1978-07-14,Y,MER,FPAY,UNAV,CASH,CR,1978-07-14,Y,MER,FPAY,UNAV,CASH
calendar_window,10y,120,1925-1935,1,10196,192512,193512,193512,120,120,0,False,complete,True,False,-0.782475967394979,-0.7178492620558058,,,CR,1967-12-29,Y,MER,FPAY,UNAV,CNC,DE,1967-12-29,Y,MER,FPAY,UNAV,CNC
calendar_window,10y,120,1925-1935,1,10209,192512,193512,193512,120,120,0,False,complete,True,False,-0.7904045087958667,-0.7281333845975377,,,MP,1963-10-21,Y,MER,FPAY,UNAV,UNAV,CR,1963-10-21,Y,MER,FPAY,UNAV,UNAV
calendar_window,10y,120,1925-1935,1,10217,192512,193512,193512,120,120,0,False,complete,True,False,1.0203024587157734,1.6205372471748065,,,CR,1970-01-16,Y,GEX,FPAY,UNAV,UNAV,CR,1970-01-16,Y,GEX,FPAY,UNAV,UNAV
calendar_window,10y,120,1925-1935,1,10225,192512,193512,193512,120,120,0,False,complete,True,False,2.4319179265904185,3.451545716374529,,,CR,2014-04-30,Y,MER,FPAY,UNAV,CASH,DE,2014-04-30,Y,MER,FPAY,UNAV,CASH
calendar_window,10y,120,1925-1935,1,10233,192512,193512,193512,120,120,0,False,complete,True,False,-0.7622436105649294,-0.6916058426892926,,,CR,1986-01-03,Y,MER,FPAY,UNAV,CSHN,CR,1986-01-03,Y,MER,FPAY,UNAV,CSHN
calendar_window,10y,120,1925-1935,1,10241,192512,193512,193512,120,120,0,False,complete,True,False,3.3668824846526197,4.6642895996581,,,CR,1988-12-15,Y,MER,FPAY,UNAV,CST,CR,1988-12-15,Y,MER,FPAY,UNAV,CST
calendar_window,10y,120,1925-1935,1,10268,192512,193512,193512,120,120,0,False,complete,True,False,-0.8039702259103143,-0.7457294959271465,,,CR,1974-01-11,Y,GDR,VCL,MVPAC,PRCF,CR,1974-01-11,Y,GDR,VCL,MVPAC,PRCF
calendar_window,10y,120,1925-1935,1,10276,192512,193512,193512,120,120,0,False,complete,True,False,-0.40868168424726425,-0.23300015565406051,,,CR,1973-02-21,Y,MER,FPAY,UNAV,CASH,CR,1973-02-21,Y,MER,FPAY,UNAV,CASH
calendar_window,10y,120,1925-1935,1,10284,192512,193512,193512,120,120,0,False,complete,True,False,0.3408675551634095,0.7392412490887701,,,NT,1939-07-31,Y,GDR,VCL,SHLD,PRCF,DE,1939-07-31,Y,GDR,VCL,SHLD,PRCF
calendar_window,10y,120,1925-1935,1,10292,192512,193512,193512,120,120,0,False,complete,True,False,7.144865003711205,9.564716200465986,,,CR,1962-10-02,Y,MER,FPAY,UNAV,CNC,CR,1962-10-02,Y,MER,FPAY,UNAV,CNC
calendar_window,10y,120,1925-1935,1,10305,192512,193512,192812,36,36,0,False,delisted,True,False,1.794687685817577,1.925433308545888,,,CR,1929-01-10,Y,MER,FPAY,UNAV,STK,CR,1929-01-10,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,10313,192512,193512,193512,120,120,0,False,complete,True,False,-0.4073322417413695,-0.2312497918239499,,,CR,1968-12-31,Y,MER,FPAY,UNAV,STK,DE,1968-12-31,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,10321,192512,193512,193512,120,120,0,False,complete,True,False,-0.14106734568302803,0.11412279074447773,,,CR,1987-08-05,Y,MER,FPAY,UNAV,STK,CR,1987-08-05,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,10348,192512,193512,193501,109,109,0,False,delisted,True,False,-0.9631031742776401,-0.9514372661448351,,,CR,1935-02-13,Y,GDR,VCL,INSC,PRCF,CR,1935-02-13,Y,GDR,VCL,INSC,PRCF
calendar_window,10y,120,1925-1935,1,10356,192512,193512,192811,35,35,0,False,delisted,True,False,2.2227486696060375,2.353907045694656,,,CR,1928-12-20,Y,MER,FPAY,UNAV,STK,CR,1928-12-20,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,10364,192512,193512,193512,120,120,0,False,complete,True,False,0.7510978761774234,1.271351593012743,,,CR,1999-11-17,Y,MER,FPAY,UNAV,CASH,CR,1999-11-17,Y,MER,FPAY,UNAV,CASH
calendar_window,10y,120,1925-1935,1,10372,192512,193512,193512,120,120,0,False,complete,True,False,0.19592307604835257,0.551233555164168,,,CR,1988-07-01,Y,MER,FPAY,UNAV,CASH,CR,1988-07-01,Y,MER,FPAY,UNAV,CASH
calendar_window,10y,120,1925-1935,1,10380,192512,193512,193203,75,75,0,False,delisted,True,False,-0.986111090876329,-0.9822420376204493,,,CR,1932-04-29,Y,GDR,VCL,UNAV,PRCF,CR,1932-04-29,Y,GDR,VCL,UNAV,PRCF
calendar_window,10y,120,1925-1935,1,10399,192512,193512,193412,108,108,0,False,delisted,True,False,-0.8636358774844897,-0.8178419557442063,,,CR,1935-01-28,Y,GDR,VCL,UNAV,PRCF,CR,1935-01-28,Y,GDR,VCL,UNAV,PRCF
calendar_window,10y,120,1925-1935,1,10401,192512,193512,193512,120,120,0,False,complete,True,False,1.5330617171983798,2.285638024481956,,,CR,2005-11-18,Y,MER,FPAY,UNAV,STK,CR,2005-11-18,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,10428,192512,193512,193512,120,120,0,False,complete,True,False,2.338512915492273,3.3303899411095506,,,CR,1948-04-07,Y,GEX,FPAY,UNAV,UMAP,CR,1948-04-07,Y,GEX,FPAY,UNAV,UMAP
calendar_window,10y,120,1925-1935,1,10436,192512,193512,193512,120,120,0,False,complete,True,False,-0.44927490899716194,-0.28565368630791454,,,CR,1971-06-18,Y,GDR,VCL,UNAV,PRCF,CR,1971-06-18,Y,GDR,VCL,UNAV,PRCF
calendar_window,10y,120,1925-1935,1,10444,192512,193512,193512,120,120,0,False,complete,True,False,0.30840616227439943,0.6971355293269395,,,CR,1960-11-11,Y,GEX,FPAY,UNAV,UNAV,MP,1960-11-11,Y,GEX,FPAY,UNAV,UNAV
calendar_window,10y,120,1925-1935,1,10452,192512,193512,193512,120,120,0,False,complete,True,False,-0.776119563059874,-0.7096043607805608,,,CR,1955-02-24,Y,MER,FPAY,UNAV,STK,CR,1955-02-24,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,10460,192512,193512,193512,120,120,0,False,complete,True,False,-0.7451536256560771,-0.6694383984959267,,,CR,1997-07-31,Y,MER,FPAY,UNAV,STK,DE,1997-07-31,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,10479,192512,193512,193512,120,120,0,False,complete,True,False,0.2988867008413314,0.6847878221057866,,,CR,1984-02-08,Y,MER,FPAY,UNAV,CASH,CR,1984-02-08,Y,MER,FPAY,UNAV,CASH
calendar_window,10y,120,1925-1935,1,10487,192512,193512,193512,120,120,0,False,complete,True,False,-0.18815273990184234,0.05304825766355403,,,CR,1986-06-02,Y,MER,FPAY,UNAV,CSHN,CR,1986-06-02,Y,MER,FPAY,UNAV,CSHN
calendar_window,10y,120,1925-1935,1,10495,192512,193512,193512,120,120,0,False,complete,True,False,-0.009342753505660384,0.28498295016294795,,,CR,1977-01-12,Y,MER,FPAY,UNAV,CST,CR,1977-01-12,Y,MER,FPAY,UNAV,CST
calendar_window,10y,120,1925-1935,1,10508,192512,193512,193001,49,49,0,False,delisted,True,False,-0.1471556281473867,-0.1072564762478494,,,NT,1930-02-05,Y,GDR,VCL,BKPY,PRCF,NT,1930-02-05,Y,GDR,VCL,BKPY,PRCF
calendar_window,10y,120,1925-1935,1,10516,192512,193512,193512,120,120,0,False,complete,True,False,2.7636386175956793,3.8818211054320777,,,CR,2025-12-31,Y,,UNAV,NACT,UNAV,CR,2025-12-31,Y,,UNAV,NACT,UNAV
calendar_window,10y,120,1925-1935,1,10524,192512,193512,193512,120,120,0,False,complete,True,False,-0.8484849157188253,-0.8034695645918095,,,CR,1970-12-28,Y,MER,FPAY,UNAV,STK,CR,1970-12-28,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,10532,192512,193512,193512,120,120,0,False,complete,True,False,-0.6338873740896307,-0.5251147823336507,,,CR,1965-09-24,Y,GDR,VCL,UNAV,PRCF,CR,1965-09-24,Y,GDR,VCL,UNAV,PRCF
calendar_window,10y,120,1925-1935,1,10540,192512,193512,193409,105,105,0,False,delisted,True,False,-0.532372383683114,-0.38451953440645115,,,CR,1934-10-10,Y,GDR,VCL,FARG,PRCF,CR,1934-10-10,Y,GDR,VCL,FARG,PRCF
calendar_window,10y,120,1925-1935,1,10559,192512,193512,193512,120,120,0,False,complete,True,False,-0.5846737008484906,-0.4612796554484049,,,CR,1986-10-03,Y,MER,FPAY,UNAV,STK,CR,1986-10-03,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,10567,192512,193512,193512,120,120,0,False,complete,True,False,-0.6871584386342333,-0.5942127573588969,,,CR,1936-12-01,Y,MER,FPAY,UNAV,STK,CR,1936-12-01,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,10575,192512,193512,193512,120,120,0,False,complete,True,False,-0.3074930879780523,-0.10174828078312537,,,CR,1969-05-09,Y,GDR,VCL,UNAV,PRCF,CR,1969-05-09,Y,GDR,VCL,UNAV,PRCF
calendar_window,10y,120,1925-1935,1,10583,192512,193512,192701,13,13,0,False,delisted,True,False,-0.9303797279743266,-0.9287884074708825,,,CR,1927-02-05,Y,GDR,VCL,UNAV,PRCF,CR,1927-02-05,Y,GDR,VCL,UNAV,PRCF
calendar_window,10y,120,1925-1935,1,10591,192512,193512,193512,120,120,0,False,complete,True,False,-0.8132196449081367,-0.7577269307141776,,,CR,1967-06-30,Y,MER,FPAY,UNAV,STK,DE,1967-06-30,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,10604,192512,193512,193512,120,120,0,False,complete,True,False,0.6850393431999018,1.1856669741505947,,,CR,2000-04-17,Y,MER,FPAY,UNAV,STK,CR,2000-04-17,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,10612,192512,193512,193512,120,120,0,False,complete,True,False,-0.7753171860469067,-0.7085635963941759,,,CR,1955-05-19,Y,GLI,FPAY,UNAV,UNAV,CR,1955-05-19,Y,GLI,FPAY,UNAV,UNAV
calendar_window,10y,120,1925-1935,1,10620,192512,193512,193512,120,120,0,False,complete,True,False,0.41798103256639796,0.8392652523868513,,,CR,1971-07-21,Y,MER,FPAY,UNAV,CASH,CR,1971-07-21,Y,MER,FPAY,UNAV,CASH
calendar_window,10y,120,1925-1935,1,10639,192512,193512,193512,120,120,0,False,complete,True,False,1.6823664049458262,2.479301351342772,,,CR,1955-12-23,Y,GDR,VCL,UNAV,PRCF,CR,1955-12-23,Y,GDR,VCL,UNAV,PRCF
calendar_window,10y,120,1925-1935,1,10647,192512,193512,193512,120,120,0,False,complete,True,False,-0.8401831699465345,-0.7927013581190558,,,CR,1969-01-24,Y,MER,FPAY,UNAV,UNAV,CR,1969-01-24,Y,MER,FPAY,UNAV,UNAV
calendar_window,10y,120,1925-1935,1,10655,192512,193512,192701,13,13,0,False,delisted,True,False,-0.6666661865155503,-0.6590471279216201,,,CR,1927-02-23,Y,GDR,VCL,UNAV,PRCF,CR,1927-02-23,Y,GDR,VCL,UNAV,PRCF
calendar_window,10y,120,1925-1935,1,10663,192512,193512,193207,79,79,0,False,delisted,True,False,-0.8948312644951142,-0.861579384886952,,,MP,1932-08-10,Y,GDR,VCL,BKPY,PRCF,MP,1932-08-10,Y,GDR,VCL,BKPY,PRCF
calendar_window,10y,120,1925-1935,1,10671,192512,193512,193512,120,120,0,False,complete,True,False,-0.8318740870086534,-0.7819236345981806,,,CR,1965-07-02,Y,MER,FPAY,UNAV,CNC,CR,1965-07-02,Y,MER,FPAY,UNAV,CNC
calendar_window,10y,120,1925-1935,1,10698,192512,193512,193512,120,120,0,False,complete,True,False,-0.5005590227537462,-0.35217438458637995,,,CR,1981-06-03,Y,GLI,FPAY,UNAV,UNAV,CR,1981-06-03,Y,GLI,FPAY,UNAV,UNAV
calendar_window,10y,120,1925-1935,1,10700,192512,193512,193205,77,77,0,False,delisted,True,False,-0.9962406259797981,-0.9950881171560866,,,CR,1932-06-28,Y,GDR,VCL,UNAV,PRCF,CR,1932-06-28,Y,GDR,VCL,UNAV,PRCF
calendar_window,10y,120,1925-1935,1,10719,192512,193512,193512,120,120,0,False,complete,True,False,-0.3425732551996621,-0.1472508165270976,,,CR,1950-06-23,Y,MER,FPAY,UNAV,UNAV,CR,1950-06-23,Y,MER,FPAY,UNAV,UNAV
calendar_window,10y,120,1925-1935,1,10727,192512,193512,193512,120,120,0,False,complete,True,False,1.2219611789066271,1.8821090653933803,,,CR,1982-06-04,Y,GLI,FPAY,UNAV,UNAV,CR,1982-06-04,Y,GLI,FPAY,UNAV,UNAV
calendar_window,10y,120,1925-1935,1,10735,192512,193512,193512,120,120,0,False,complete,True,False,1.339896468922134,2.0350831009931993,,,CR,1968-01-12,Y,MER,FPAY,UNAV,STK,CR,1968-01-12,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,10743,192512,193512,193512,120,120,0,False,complete,True,False,-0.5420400840196191,-0.40597952927182535,,,CR,1993-07-20,Y,MER,FPAY,UNAV,CASH,CR,1993-07-20,Y,MER,FPAY,UNAV,CASH
calendar_window,10y,120,1925-1935,1,10751,192512,193512,193512,120,120,0,False,complete,True,False,-0.15623807965079883,0.09444480972831193,,,CR,1983-01-31,Y,MER,FPAY,UNAV,SNC,DE,1983-01-31,Y,MER,FPAY,UNAV,SNC
calendar_window,10y,120,1925-1935,1,10778,192512,193512,193512,120,120,0,False,complete,True,False,0.5119442297942511,0.9611450516896458,,,CR,1958-09-30,Y,MER,FPAY,UNAV,STK,DE,1958-09-30,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,10786,192512,193512,193512,120,120,0,False,complete,True,False,0.4441516152775651,0.8732111531498901,,,CR,2002-06-11,Y,GDR,VCL,MVOT,PRCF,CR,2002-06-11,Y,GDR,VCL,MVOT,PRCF
calendar_window,10y,120,1925-1935,1,10794,192512,193512,193210,82,82,0,False,delisted,True,False,-0.9399999645840844,-0.9192480726357226,,,CR,1932-11-09,Y,GDR,VCL,BKPY,PRCF,CR,1932-11-09,Y,GDR,VCL,BKPY,PRCF
calendar_window,10y,120,1925-1935,1,10807,192512,193512,193512,120,120,0,False,complete,True,False,1.7270451674418537,2.5372542389282016,,,CR,1965-10-19,Y,GDR,VCL,FING,PRCF,CR,1965-10-19,Y,GDR,VCL,FING,PRCF
calendar_window,10y,120,1925-1935,1,10815,192512,193512,193006,54,54,0,False,delisted,True,False,-0.2500002168374592,-0.20089308817800677,,,CR,1930-07-16,Y,MER,FPAY,UNAV,STK,CR,1930-07-16,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,10823,192512,193512,193512,120,120,0,False,complete,True,False,0.21280397446021992,0.5731297929592709,,,CR,1998-05-29,Y,MER,FPAY,UNAV,STK,DE,1998-05-29,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,10831,192512,193512,193102,62,62,0,False,delisted,True,False,1.4578193446342649,1.8022271508887466,,,MP,1931-03-05,Y,GDR,VCL,UNAV,PRCF,MP,1931-03-05,Y,GDR,VCL,UNAV,PRCF
calendar_window,10y,120,1925-1935,1,10858,192512,193512,193512,120,120,0,False,complete,True,False,0.15653534470976949,0.5001436717612233,,,CR,1944-01-06,Y,GLI,FPAY,UNAV,UNAV,CR,1944-01-06,Y,GLI,FPAY,UNAV,UNAV
calendar_window,10y,120,1925-1935,1,10866,192512,193512,193512,120,120,0,False,complete,True,False,1.6099466005614556,2.385365518119572,,,CR,2025-12-31,Y,,UNAV,NACT,UNAV,CR,2025-12-31,Y,,UNAV,NACT,UNAV
calendar_window,10y,120,1925-1935,1,10874,192512,193512,193512,120,120,0,False,complete,True,False,-0.5491716331675704,-0.41522987200721173,,,CR,2025-12-31,Y,,UNAV,NACT,UNAV,CR,2025-12-31,Y,,UNAV,NACT,UNAV
calendar_window,10y,120,1925-1935,1,10882,192512,193512,193308,92,92,0,False,delisted,True,False,-0.8422835659531069,-0.7861269568606525,,,MP,1933-09-05,Y,GDR,VCL,BKPY,PRCF,MP,1933-09-05,Y,GDR,VCL,BKPY,PRCF
calendar_window,10y,120,1925-1935,1,10890,192512,193512,193512,120,120,0,False,complete,True,False,2.818073306831849,3.9524284197311763,,,CR,2025-12-31,Y,,UNAV,NACT,UNAV,CR,2025-12-31,Y,,UNAV,NACT,UNAV
calendar_window,10y,120,1925-1935,1,10903,192512,193512,193512,120,120,0,False,complete,True,False,-0.9702064471982339,-0.9613547394817673,,,CR,1936-03-11,Y,GDR,VCL,UNAV,PRCF,CR,1936-03-11,Y,GDR,VCL,UNAV,PRCF
calendar_window,10y,120,1925-1935,1,10911,192512,193512,193512,120,120,0,False,complete,True,False,-0.7971553427480449,-0.7368899011007246,,,CR,1975-10-01,Y,MER,FPAY,UNAV,OP,CR,1975-10-01,Y,MER,FPAY,UNAV,OP
calendar_window,10y,120,1925-1935,1,10938,192512,193512,193512,120,120,0,False,complete,True,False,-0.3707585054363228,-0.1838099454572597,,,CR,1970-11-30,Y,MER,FPAY,UNAV,STK,DE,1970-11-30,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,10946,192512,193512,193409,105,105,0,False,delisted,True,False,-0.7628342783087311,-0.6878480574798739,,,CR,1934-10-10,Y,GLI,UNAV,UNAV,UNAV,CR,1934-10-10,Y,GLI,UNAV,UNAV,UNAV
calendar_window,10y,120,1925-1935,1,10954,192512,193512,193512,120,120,0,False,complete,True,False,-0.3839599808204287,-0.20093359831055635,,,CR,1960-02-03,Y,MER,FPAY,UNAV,STK,CR,1960-02-03,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,10962,192512,193512,193512,120,120,0,False,complete,True,False,-0.9336084344007938,-0.9138834040416093,,,CR,1936-03-24,Y,GDR,VCL,UNAV,PRCF,CR,1936-03-24,Y,GDR,VCL,UNAV,PRCF
calendar_window,10y,120,1925-1935,1,10970,192512,193512,193512,120,120,0,False,complete,True,False,4.48067954785248,6.108997384533288,,,CR,1980-01-31,Y,MER,FPAY,UNAV,UNAV,DE,1980-01-31,Y,MER,FPAY,UNAV,UNAV
calendar_window,10y,120,1925-1935,1,10989,192512,193512,193512,120,120,0,False,complete,True,False,1.7569425798677072,2.576034215915363,,,CR,2000-10-04,Y,MER,FPAY,UNAV,CASH,CR,2000-10-04,Y,MER,FPAY,UNAV,CASH
calendar_window,10y,120,1925-1935,1,10997,192512,193512,192601,1,1,0,False,delisted,True,False,0.8,0.8,,,CR,1926-02-24,Y,GDR,VCL,UNAV,PRCF,CR,1926-02-24,Y,GDR,VCL,UNAV,PRCF
calendar_window,10y,120,1925-1935,1,11009,192512,193512,193204,76,76,0,False,delisted,True,False,-0.4647160676044866,-0.3106775259079356,,,CR,1932-05-11,Y,GDR,VCL,UNAV,PRCF,CR,1932-05-11,Y,GDR,VCL,UNAV,PRCF
calendar_window,10y,120,1925-1935,1,11017,192512,193512,193512,120,120,0,False,complete,True,False,-0.6249987621858413,-0.5135853509511997,,,CR,1991-12-31,Y,MER,FPAY,UNAV,STK,DE,1991-12-31,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,11025,192512,193512,193109,69,69,0,False,delisted,True,False,-0.43556143922927326,-0.32643665081359863,,,CR,1931-10-01,Y,MER,FPAY,UNAV,STK,CR,1931-10-01,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,11033,192512,193512,193512,120,120,0,False,complete,True,False,-0.2901250690580677,-0.07922019827097171,,,CR,1968-04-30,Y,MER,FPAY,UNAV,STK,DE,1968-04-30,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,11041,192512,193512,193512,120,120,0,False,complete,True,False,-0.5520637492100695,-0.418981239917409,,,CR,1996-07-03,Y,GEX,FPAY,UNAV,STK,CR,1996-07-03,Y,GEX,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,11068,192512,193512,193512,120,120,0,False,complete,True,False,1.1015224980734946,1.7258878779359064,,,CR,1970-08-04,Y,MER,FPAY,UNAV,UNAV,CR,1970-08-04,Y,MER,FPAY,UNAV,UNAV
calendar_window,10y,120,1925-1935,1,11076,192512,193512,193512,120,120,0,False,complete,True,False,-0.8058132749811908,-0.7481201175480663,,,CR,1962-07-27,Y,GDR,VCL,SHLD,PRCF,CR,1962-07-27,Y,GDR,VCL,SHLD,PRCF
calendar_window,10y,120,1925-1935,1,11084,192512,193512,193512,120,120,0,False,complete,True,False,-0.7256900346239582,-0.6441921463600613,,,CR,1987-08-21,Y,GEX,FPAY,UNAV,UNAV,CR,1987-08-21,Y,GEX,FPAY,UNAV,UNAV
calendar_window,10y,120,1925-1935,1,11092,192512,193512,193512,120,120,0,False,complete,True,False,0.5048730192132735,0.9519729741969292,,,CR,1976-02-25,Y,MER,FPAY,UNAV,UNAV,CR,1976-02-25,Y,MER,FPAY,UNAV,UNAV
calendar_window,10y,120,1925-1935,1,11105,192512,193512,193512,120,120,0,False,complete,True,False,-0.5912487534249345,-0.4698081656743722,,,CR,1988-04-04,Y,MER,FPAY,UNAV,CASH,CR,1988-04-04,Y,MER,FPAY,UNAV,CASH
calendar_window,10y,120,1925-1935,1,11113,192512,193512,193512,120,120,0,False,complete,True,False,-0.6477752439932363,-0.5431287585129654,,,CR,1974-05-17,Y,GDR,VCL,FING,PRCF,MP,1974-05-17,Y,GDR,VCL,FING,PRCF
calendar_window,10y,120,1925-1935,1,11121,192512,193512,192904,40,40,0,False,delisted,True,False,3.0143571523924884,3.2518930785695597,,,CR,1929-05-16,Y,MER,FPAY,UNAV,STK,CR,1929-05-16,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,11148,192512,193512,193512,120,120,0,False,complete,True,False,-0.6259722429917746,-0.5148480543154169,,,CR,1969-03-27,Y,MER,FPAY,UNAV,UNAV,CR,1969-03-27,Y,MER,FPAY,UNAV,UNAV
calendar_window,10y,120,1925-1935,1,11156,192512,193512,193512,120,120,0,False,complete,True,False,2.8141005699535455,3.9472753769687268,,,CR,1980-10-31,Y,MER,FPAY,UNAV,STK,DE,1980-10-31,Y,MER,FPAY,UNAV,STK
calendar_window,10y,120,1925-1935,1,11164,192512,193512,193512,120,120,0,False,complete,True,False,-0.004592240263952885,0.291144847773567,,,CR,1986-12-30,Y,GEX,FPAY,UNAV,UNAV,CR,1986-12-30,Y,GEX,FPAY,UNAV,UNAV
calendar_window,10y,120,1925-1935,1,11172,192512,193512,193107,67,67,0,False,delisted,True,False,-0.9365081186378107,-0.9247347896434975,,,CR,1931-08-04,Y,GDR,VCL,INSC,PRCF,CR,1931-08-04,Y,GDR,VCL,INSC,PRCF
calendar_window,10y,120,1925-1935,1,11180,192512,193512,193512,120,120,0,False,complete,True,False,0.13429208656669833,0.4712919093872372,,,CR,1939-06-16,Y,GDR,VCL,UNAV,PRCF,CR,1939-06-16,Y,GDR,VCL,UNAV,PRCF
calendar_window,10y,120,1925-1935,1,11199,192512,193512,193512,120,120,0,False,complete,True,False,-0.9471880489360767,-0.9314975417359255,,,CR,1940-09-11,Y,GDR,VCL,UNAV,PRCF,CR,1940-09-11,Y,GDR,VCL,UNAV,PRCF
