analysis,horizon,horizon_months,window,period_number,PERMNO,start_ymm,target_end_ymm,end_ymm,realized_months,observed_rows,missing_calendar_months,is_sparse_history,terminal_reason,included_in_summary,nominal_ret,real_ret,nominal_ret_skip_first_observed,real_ret_skip_first_observed,period_end_mthretflg,period_end_security_end_dt,period_end_security_active_flg,period_end_del_action_type,period_end_del_status_type,period_end_del_reason_type,period_end_del_payment_type,stock_terminal_mthretflg,stock_terminal_security_end_dt,stock_terminal_security_active_flg,stock_terminal_del_action_type,stock_terminal_del_status_type,stock_terminal_del_reason_type,stock_terminal_del_payment_type
calendar_window,30y,360,1925-1955,1,10006,192512,195512,195512,360,360,0,False,complete,True,2.004558152022059,1.0067757806415991,,,CR,1984-06-28,Y,MER,FPAY,UNAV,CASH,CR,1984-06-28,Y,MER,FPAY,UNAV,CASH
calendar_window,30y,360,1925-1955,1,10022,192512,195512,195512,360,360,0,False,complete,True,11.167467684547452,7.126778789305961,,,CR,1960-05-03,Y,MER,FPAY,UNAV,STK,CR,1960-05-03,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,10030,192512,195512,195512,360,360,0,False,complete,True,5.761655188606647,3.516180144629076,,,CR,1968-12-26,Y,MER,FPAY,UNAV,UNAV,CR,1968-12-26,Y,MER,FPAY,UNAV,UNAV
calendar_window,30y,360,1925-1955,1,10049,192512,195512,193208,80,80,0,False,delisted,True,-0.9327031238080782,-0.9107693271233037,,,CR,1932-09-28,Y,GDR,VCL,UNAV,PRCF,CR,1932-09-28,Y,GDR,VCL,UNAV,PRCF
calendar_window,30y,360,1925-1955,1,10057,192512,195512,195512,360,360,0,False,complete,True,32.75420641161458,21.544787118205285,,,CR,1996-07-02,Y,MER,FPAY,UNAV,CASH,CR,1996-07-02,Y,MER,FPAY,UNAV,CASH
calendar_window,30y,360,1925-1955,1,10073,192512,195512,193806,150,150,0,False,delisted,True,-0.7168036159288875,-0.6404811861792263,,,CR,1938-07-27,Y,GLI,FPAY,UNAV,UNAV,CR,1938-07-27,Y,GLI,FPAY,UNAV,UNAV
calendar_window,30y,360,1925-1955,1,10081,192512,195512,193105,65,65,0,False,delisted,True,-0.9677507970855554,-0.96227054038114,,,CR,1931-06-18,Y,GDR,VCL,UNAV,PRCF,CR,1931-06-18,Y,GDR,VCL,UNAV,PRCF
calendar_window,30y,360,1925-1955,1,10102,192512,195512,195512,360,360,0,False,complete,True,11.465026829765677,7.325521651224081,,,CR,1978-05-05,Y,MER,FPAY,UNAV,CASH,MP,1978-05-05,Y,MER,FPAY,UNAV,CASH
calendar_window,30y,360,1925-1955,1,10110,192512,195512,193101,61,61,0,False,delisted,True,-0.9519046858631919,-0.9458549608145367,,,CR,1931-02-14,Y,GDR,VCL,FING,PRCF,CR,1931-02-14,Y,GDR,VCL,FING,PRCF
calendar_window,30y,360,1925-1955,1,10129,192512,195512,192703,15,15,0,False,delisted,True,0.3545790924651162,0.4015587141691075,,,CR,1927-04-01,Y,MER,FPAY,UNAV,STK,CR,1927-04-01,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,10137,192512,195512,195512,360,360,0,False,complete,True,4.1648138016784815,2.4496330988822876,,,CR,2011-02-25,Y,MER,FPAY,UNAV,STK,CR,2011-02-25,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,10145,192512,195512,195512,360,360,0,False,complete,True,16.244926575634953,10.518066630741266,,,CR,2025-12-31,Y,,UNAV,NACT,UNAV,CR,2025-12-31,Y,,UNAV,NACT,UNAV
calendar_window,30y,360,1925-1955,1,10153,192512,195512,195512,360,360,0,False,complete,True,12.836781473101684,8.241730909273164,,,CR,1988-12-02,Y,GEX,FPAY,UNAV,UNAV,CR,1988-12-02,Y,GEX,FPAY,UNAV,UNAV
calendar_window,30y,360,1925-1955,1,10161,192512,195512,195512,360,360,0,False,complete,True,13.154164762594958,8.453714524270541,,,CR,1993-11-15,Y,MER,FPAY,UNAV,STK,CR,1993-11-15,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,10188,192512,195512,195512,360,360,0,False,complete,True,1.130294203550581,0.4228457553565479,,,CR,1978-07-14,Y,MER,FPAY,UNAV,CASH,CR,1978-07-14,Y,MER,FPAY,UNAV,CASH
calendar_window,30y,360,1925-1955,1,10196,192512,195512,195512,360,360,0,False,complete,True,-0.9890717935693621,-0.9927009367496858,,,CR,1967-12-29,Y,MER,FPAY,UNAV,CNC,DE,1967-12-29,Y,MER,FPAY,UNAV,CNC
calendar_window,30y,360,1925-1955,1,10209,192512,195512,195512,360,360,0,False,complete,True,2.9870679646720864,1.6630043495384395,,,CR,1963-10-21,Y,MER,FPAY,UNAV,UNAV,CR,1963-10-21,Y,MER,FPAY,UNAV,UNAV
calendar_window,30y,360,1925-1955,1,10217,192512,195512,195512,360,360,0,False,complete,True,2.734452480783186,1.494279828582799,,,CR,1970-01-16,Y,GEX,FPAY,UNAV,UNAV,CR,1970-01-16,Y,GEX,FPAY,UNAV,UNAV
calendar_window,30y,360,1925-1955,1,10225,192512,195512,195512,360,360,0,False,complete,True,8.301440428178113,5.21252924120853,,,CR,2014-04-30,Y,MER,FPAY,UNAV,CASH,DE,2014-04-30,Y,MER,FPAY,UNAV,CASH
calendar_window,30y,360,1925-1955,1,10233,192512,195512,195512,360,360,0,False,complete,True,2.908034832741695,1.6102172950028528,,,CR,1986-01-03,Y,MER,FPAY,UNAV,CSHN,CR,1986-01-03,Y,MER,FPAY,UNAV,CSHN
calendar_window,30y,360,1925-1955,1,10241,192512,195512,195512,360,360,0,False,complete,True,12.912069765493355,8.292016746355635,,,CR,1988-12-15,Y,MER,FPAY,UNAV,CST,CR,1988-12-15,Y,MER,FPAY,UNAV,CST
calendar_window,30y,360,1925-1955,1,10268,192512,195512,195512,360,360,0,False,complete,True,0.5136784027504058,0.011001619747474933,,,CR,1974-01-11,Y,GDR,VCL,MVPAC,PRCF,CR,1974-01-11,Y,GDR,VCL,MVPAC,PRCF
calendar_window,30y,360,1925-1955,1,10276,192512,195512,195512,360,360,0,False,complete,True,2.4224373561857946,1.2858816670046904,,,CR,1973-02-21,Y,MER,FPAY,UNAV,CASH,CR,1973-02-21,Y,MER,FPAY,UNAV,CASH
calendar_window,30y,360,1925-1955,1,10284,192512,195512,193907,163,163,0,False,delisted,True,0.9185912162634529,1.4886074471823059,,,DE,1939-07-31,Y,GDR,VCL,SHLD,PRCF,DE,1939-07-31,Y,GDR,VCL,SHLD,PRCF
calendar_window,30y,360,1925-1955,1,10292,192512,195512,195512,360,360,0,False,complete,True,49.591682427391774,32.79071326307143,,,CR,1962-10-02,Y,MER,FPAY,UNAV,CNC,CR,1962-10-02,Y,MER,FPAY,UNAV,CNC
calendar_window,30y,360,1925-1955,1,10305,192512,195512,192812,36,36,0,False,delisted,True,1.794687685817577,1.925433308545888,,,CR,1929-01-10,Y,MER,FPAY,UNAV,STK,CR,1929-01-10,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,10313,192512,195512,195512,360,360,0,False,complete,True,2.96403501881476,1.6476204043576224,,,CR,1968-12-31,Y,MER,FPAY,UNAV,STK,DE,1968-12-31,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,10321,192512,195512,195512,360,360,0,False,complete,True,0.3880327022612202,-0.07291845632552896,,,CR,1987-08-05,Y,MER,FPAY,UNAV,STK,CR,1987-08-05,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,10348,192512,195512,193501,109,109,0,False,delisted,True,-0.9631031742776401,-0.9514372661448351,,,CR,1935-02-13,Y,GDR,VCL,INSC,PRCF,CR,1935-02-13,Y,GDR,VCL,INSC,PRCF
calendar_window,30y,360,1925-1955,1,10356,192512,195512,192811,35,35,0,False,delisted,True,2.2227486696060375,2.353907045694656,,,CR,1928-12-20,Y,MER,FPAY,UNAV,STK,CR,1928-12-20,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,10364,192512,195512,195512,360,360,0,False,complete,True,13.75960426916874,8.858093896198548,,,CR,1999-11-17,Y,MER,FPAY,UNAV,CASH,CR,1999-11-17,Y,MER,FPAY,UNAV,CASH
calendar_window,30y,360,1925-1955,1,10372,192512,195512,195512,360,360,0,False,complete,True,2.7382285500023316,1.4968019046657375,,,CR,1988-07-01,Y,MER,FPAY,UNAV,CASH,CR,1988-07-01,Y,MER,FPAY,UNAV,CASH
calendar_window,30y,360,1925-1955,1,10380,192512,195512,193203,75,75,0,False,delisted,True,-0.986111090876329,-0.9822420376204493,,,CR,1932-04-29,Y,GDR,VCL,UNAV,PRCF,CR,1932-04-29,Y,GDR,VCL,UNAV,PRCF
calendar_window,30y,360,1925-1955,1,10399,192512,195512,193412,108,108,0,False,delisted,True,-0.8636358774844897,-0.8178419557442063,,,CR,1935-01-28,Y,GDR,VCL,UNAV,PRCF,CR,1935-01-28,Y,GDR,VCL,UNAV,PRCF
calendar_window,30y,360,1925-1955,1,10401,192512,195512,195512,360,360,0,False,complete,True,9.185754483923379,5.80317183814285,,,CR,2005-11-18,Y,MER,FPAY,UNAV,STK,CR,2005-11-18,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,10428,192512,195512,194803,267,267,0,False,delisted,True,3.2021695762542564,2.214480145938096,,,CR,1948-04-07,Y,GEX,FPAY,UNAV,UMAP,CR,1948-04-07,Y,GEX,FPAY,UNAV,UMAP
calendar_window,30y,360,1925-1955,1,10436,192512,195512,195512,360,360,0,False,complete,True,3.7194263806269436,2.1521541870605283,,,CR,1971-06-18,Y,GDR,VCL,UNAV,PRCF,CR,1971-06-18,Y,GDR,VCL,UNAV,PRCF
calendar_window,30y,360,1925-1955,1,10444,192512,195512,195512,360,360,0,False,complete,True,9.049526649055089,5.712183843958452,,,CR,1960-11-11,Y,GEX,FPAY,UNAV,UNAV,MP,1960-11-11,Y,GEX,FPAY,UNAV,UNAV
calendar_window,30y,360,1925-1955,1,10452,192512,195512,195501,349,349,0,False,delisted,True,0.6428217921214601,0.10136741868817101,,,CR,1955-02-24,Y,MER,FPAY,UNAV,STK,CR,1955-02-24,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,10460,192512,195512,195512,360,360,0,False,complete,True,1.5259355816137061,0.6870987653315397,,,CR,1997-07-31,Y,MER,FPAY,UNAV,STK,DE,1997-07-31,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,10479,192512,195512,195512,360,360,0,False,complete,True,7.416524801700552,4.62148484889702,,,CR,1984-02-08,Y,MER,FPAY,UNAV,CASH,CR,1984-02-08,Y,MER,FPAY,UNAV,CASH
calendar_window,30y,360,1925-1955,1,10487,192512,195512,195512,360,360,0,False,complete,True,4.935205621412896,2.964185844152654,,,CR,1986-06-02,Y,MER,FPAY,UNAV,CSHN,CR,1986-06-02,Y,MER,FPAY,UNAV,CSHN
calendar_window,30y,360,1925-1955,1,10495,192512,195512,195512,360,360,0,False,complete,True,9.226159574589634,5.8301588203415795,,,CR,1977-01-12,Y,MER,FPAY,UNAV,CST,CR,1977-01-12,Y,MER,FPAY,UNAV,CST
calendar_window,30y,360,1925-1955,1,10508,192512,195512,193001,49,49,0,False,delisted,True,-0.1471556281473867,-0.1072564762478494,,,NT,1930-02-05,Y,GDR,VCL,BKPY,PRCF,NT,1930-02-05,Y,GDR,VCL,BKPY,PRCF
calendar_window,30y,360,1925-1955,1,10516,192512,195512,195512,360,360,0,False,complete,True,27.94437498902419,18.33225045908708,,,CR,2025-12-31,Y,,UNAV,NACT,UNAV,CR,2025-12-31,Y,,UNAV,NACT,UNAV
calendar_window,30y,360,1925-1955,1,10524,192512,195512,195512,360,360,0,False,complete,True,-0.3907081728342051,-0.5930476229004578,,,CR,1970-12-28,Y,MER,FPAY,UNAV,STK,CR,1970-12-28,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,10532,192512,195512,195512,360,360,0,False,complete,True,3.017070208096831,1.6830431613781078,,,CR,1965-09-24,Y,GDR,VCL,UNAV,PRCF,CR,1965-09-24,Y,GDR,VCL,UNAV,PRCF
calendar_window,30y,360,1925-1955,1,10540,192512,195512,193409,105,105,0,False,delisted,True,-0.532372383683114,-0.38451953440645115,,,CR,1934-10-10,Y,GDR,VCL,FARG,PRCF,CR,1934-10-10,Y,GDR,VCL,FARG,PRCF
calendar_window,30y,360,1925-1955,1,10559,192512,195512,195512,360,360,0,False,complete,True,4.450603742174376,2.6405151860045257,,,CR,1986-10-03,Y,MER,FPAY,UNAV,STK,CR,1986-10-03,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,10567,192512,195512,193611,131,131,0,False,delisted,True,-0.6781208596030281,-0.5884545276353004,,,CR,1936-12-01,Y,MER,FPAY,UNAV,STK,CR,1936-12-01,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,10575,192512,195512,195512,360,360,0,False,complete,True,10.97359454561066,6.997288894269807,,,CR,1969-05-09,Y,GDR,VCL,UNAV,PRCF,CR,1969-05-09,Y,GDR,VCL,UNAV,PRCF
calendar_window,30y,360,1925-1955,1,10583,192512,195512,192701,13,13,0,False,delisted,True,-0.9303797279743266,-0.9287884074708825,,,CR,1927-02-05,Y,GDR,VCL,UNAV,PRCF,CR,1927-02-05,Y,GDR,VCL,UNAV,PRCF
calendar_window,30y,360,1925-1955,1,10591,192512,195512,195512,360,360,0,False,complete,True,1.6635052713698304,0.7789829984149239,,,CR,1967-06-30,Y,MER,FPAY,UNAV,STK,DE,1967-06-30,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,10604,192512,195512,195512,360,360,0,False,complete,True,18.139246039523993,11.783302392070139,,,CR,2000-04-17,Y,MER,FPAY,UNAV,STK,CR,2000-04-17,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,10612,192512,195512,195504,352,352,0,False,delisted,True,3.7675983917273683,2.1962551015700367,,,CR,1955-05-19,Y,GLI,FPAY,UNAV,UNAV,CR,1955-05-19,Y,GLI,FPAY,UNAV,UNAV
calendar_window,30y,360,1925-1955,1,10620,192512,195512,195512,360,360,0,False,complete,True,9.83831623842978,6.239024651787062,,,CR,1971-07-21,Y,MER,FPAY,UNAV,CASH,CR,1971-07-21,Y,MER,FPAY,UNAV,CASH
calendar_window,30y,360,1925-1955,1,10639,192512,195512,195511,359,359,0,False,delisted,True,4.622522945562326,2.74138143961211,,,CR,1955-12-23,Y,GDR,VCL,UNAV,PRCF,CR,1955-12-23,Y,GDR,VCL,UNAV,PRCF
calendar_window,30y,360,1925-1955,1,10647,192512,195512,195512,360,360,0,False,complete,True,-0.7354632459652074,-0.8233131381633284,,,CR,1969-01-24,Y,MER,FPAY,UNAV,UNAV,CR,1969-01-24,Y,MER,FPAY,UNAV,UNAV
calendar_window,30y,360,1925-1955,1,10655,192512,195512,192701,13,13,0,False,delisted,True,-0.6666661865155503,-0.6590471279216201,,,CR,1927-02-23,Y,GDR,VCL,UNAV,PRCF,CR,1927-02-23,Y,GDR,VCL,UNAV,PRCF
calendar_window,30y,360,1925-1955,1,10663,192512,195512,193207,79,79,0,False,delisted,True,-0.8948312644951142,-0.861579384886952,,,MP,1932-08-10,Y,GDR,VCL,BKPY,PRCF,MP,1932-08-10,Y,GDR,VCL,BKPY,PRCF
calendar_window,30y,360,1925-1955,1,10671,192512,195512,195512,360,360,0,False,complete,True,-0.6066693960607566,-0.7372903802047586,,,CR,1965-07-02,Y,MER,FPAY,UNAV,CNC,CR,1965-07-02,Y,MER,FPAY,UNAV,CNC
calendar_window,30y,360,1925-1955,1,10698,192512,195512,195512,360,360,0,False,complete,True,4.409580921020073,2.613115615158939,,,CR,1981-06-03,Y,GLI,FPAY,UNAV,UNAV,CR,1981-06-03,Y,GLI,FPAY,UNAV,UNAV
calendar_window,30y,360,1925-1955,1,10700,192512,195512,193205,77,77,0,False,delisted,True,-0.9962406259797981,-0.9950881171560866,,,CR,1932-06-28,Y,GDR,VCL,UNAV,PRCF,CR,1932-06-28,Y,GDR,VCL,UNAV,PRCF
calendar_window,30y,360,1925-1955,1,10719,192512,195512,195005,293,293,0,False,delisted,True,4.278608914266058,2.986797450015302,,,CR,1950-06-23,Y,MER,FPAY,UNAV,UNAV,CR,1950-06-23,Y,MER,FPAY,UNAV,UNAV
calendar_window,30y,360,1925-1955,1,10727,192512,195512,195512,360,360,0,False,complete,True,16.468459046955513,10.667366303750146,,,CR,1982-06-04,Y,GLI,FPAY,UNAV,UNAV,CR,1982-06-04,Y,GLI,FPAY,UNAV,UNAV
calendar_window,30y,360,1925-1955,1,10735,192512,195512,195512,360,360,0,False,complete,True,6.331296930637851,3.8966498156126006,,,CR,1968-01-12,Y,MER,FPAY,UNAV,STK,CR,1968-01-12,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,10743,192512,195512,195512,360,360,0,False,complete,True,0.9873349200271038,0.3273617562867597,,,CR,1993-07-20,Y,MER,FPAY,UNAV,CASH,CR,1993-07-20,Y,MER,FPAY,UNAV,CASH
calendar_window,30y,360,1925-1955,1,10751,192512,195512,195512,360,360,0,False,complete,True,16.36052238884547,10.595274282102016,,,CR,1983-01-31,Y,MER,FPAY,UNAV,SNC,DE,1983-01-31,Y,MER,FPAY,UNAV,SNC
calendar_window,30y,360,1925-1955,1,10778,192512,195512,195512,360,360,0,False,complete,True,14.68413962879815,9.475600722219655,,,CR,1958-09-30,Y,MER,FPAY,UNAV,STK,DE,1958-09-30,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,10786,192512,195512,195512,360,360,0,False,complete,True,54.0370279341019,35.759805970911465,,,CR,2002-06-11,Y,GDR,VCL,MVOT,PRCF,CR,2002-06-11,Y,GDR,VCL,MVOT,PRCF
calendar_window,30y,360,1925-1955,1,10794,192512,195512,193210,82,82,0,False,delisted,True,-0.9399999645840844,-0.9192480726357226,,,CR,1932-11-09,Y,GDR,VCL,BKPY,PRCF,CR,1932-11-09,Y,GDR,VCL,BKPY,PRCF
calendar_window,30y,360,1925-1955,1,10807,192512,195512,195512,360,360,0,False,complete,True,14.944232798572514,9.649319667703283,,,CR,1965-10-19,Y,GDR,VCL,FING,PRCF,CR,1965-10-19,Y,GDR,VCL,FING,PRCF
calendar_window,30y,360,1925-1955,1,10815,192512,195512,193006,54,54,0,False,delisted,True,-0.2500002168374592,-0.20089308817800677,,,CR,1930-07-16,Y,MER,FPAY,UNAV,STK,CR,1930-07-16,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,10823,192512,195512,195512,360,360,0,False,complete,True,2.5621462781112307,1.3791947156041444,,,CR,1998-05-29,Y,MER,FPAY,UNAV,STK,DE,1998-05-29,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,10831,192512,195512,193102,62,62,0,False,delisted,True,1.4578193446342649,1.8022271508887466,,,MP,1931-03-05,Y,GDR,VCL,UNAV,PRCF,MP,1931-03-05,Y,GDR,VCL,UNAV,PRCF
calendar_window,30y,360,1925-1955,1,10858,192512,195512,194312,216,216,0,False,delisted,True,-0.011287884653561009,0.017123383028808226,,,CR,1944-01-06,Y,GLI,FPAY,UNAV,UNAV,CR,1944-01-06,Y,GLI,FPAY,UNAV,UNAV
calendar_window,30y,360,1925-1955,1,10866,192512,195512,195512,360,360,0,False,complete,True,25.623611498519143,16.78218827699599,,,CR,2025-12-31,Y,,UNAV,NACT,UNAV,CR,2025-12-31,Y,,UNAV,NACT,UNAV
calendar_window,30y,360,1925-1955,1,10874,192512,195512,195512,360,360,0,False,complete,True,5.3536444813674064,3.2436655304655444,,,CR,2025-12-31,Y,,UNAV,NACT,UNAV,CR,2025-12-31,Y,,UNAV,NACT,UNAV
calendar_window,30y,360,1925-1955,1,10882,192512,195512,193308,92,92,0,False,delisted,True,-0.8422835659531069,-0.7861269568606525,,,MP,1933-09-05,Y,GDR,VCL,BKPY,PRCF,MP,1933-09-05,Y,GDR,VCL,BKPY,PRCF
calendar_window,30y,360,1925-1955,1,10890,192512,195512,195512,360,360,0,False,complete,True,11.465705634927634,7.325975032283784,,,CR,2025-12-31,Y,,UNAV,NACT,UNAV,CR,2025-12-31,Y,,UNAV,NACT,UNAV
calendar_window,30y,360,1925-1955,1,10903,192512,195512,193602,122,122,0,False,delisted,True,-0.9404128869480797,-0.9227094693022194,,,CR,1936-03-11,Y,GDR,VCL,UNAV,PRCF,CR,1936-03-11,Y,GDR,VCL,UNAV,PRCF
calendar_window,30y,360,1925-1955,1,10911,192512,195512,195512,360,360,0,False,complete,True,1.7160401649089616,0.814071602681737,,,CR,1975-10-01,Y,MER,FPAY,UNAV,OP,CR,1975-10-01,Y,MER,FPAY,UNAV,OP
calendar_window,30y,360,1925-1955,1,10938,192512,195512,195512,360,360,0,False,complete,True,0.8213024229648898,0.21646691683102803,,,CR,1970-11-30,Y,MER,FPAY,UNAV,STK,DE,1970-11-30,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,10946,192512,195512,193409,105,105,0,False,delisted,True,-0.7628342783087311,-0.6878480574798739,,,CR,1934-10-10,Y,GLI,UNAV,UNAV,UNAV,CR,1934-10-10,Y,GLI,UNAV,UNAV,UNAV
calendar_window,30y,360,1925-1955,1,10954,192512,195512,195512,360,360,0,False,complete,True,5.069509333500592,3.053888696629132,,,CR,1960-02-03,Y,MER,FPAY,UNAV,STK,CR,1960-02-03,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,10962,192512,195512,193602,122,122,0,False,delisted,True,-0.8524631359194351,-0.8086297197795572,,,CR,1936-03-24,Y,GDR,VCL,UNAV,PRCF,CR,1936-03-24,Y,GDR,VCL,UNAV,PRCF
calendar_window,30y,360,1925-1955,1,10970,192512,195512,195512,360,360,0,False,complete,True,53.11113684609126,35.141393639740045,,,CR,1980-01-31,Y,MER,FPAY,UNAV,UNAV,DE,1980-01-31,Y,MER,FPAY,UNAV,UNAV
calendar_window,30y,360,1925-1955,1,10989,192512,195512,195512,360,360,0,False,complete,True,9.00663331306594,5.683534936711963,,,CR,2000-10-04,Y,MER,FPAY,UNAV,CASH,CR,2000-10-04,Y,MER,FPAY,UNAV,CASH
calendar_window,30y,360,1925-1955,1,10997,192512,195512,192601,1,1,0,False,delisted,True,0.8,0.8,,,CR,1926-02-24,Y,GDR,VCL,UNAV,PRCF,CR,1926-02-24,Y,GDR,VCL,UNAV,PRCF
calendar_window,30y,360,1925-1955,1,11009,192512,195512,193204,76,76,0,False,delisted,True,-0.4647160676044866,-0.3106775259079356,,,CR,1932-05-11,Y,GDR,VCL,UNAV,PRCF,CR,1932-05-11,Y,GDR,VCL,UNAV,PRCF
calendar_window,30y,360,1925-1955,1,11017,192512,195512,195512,360,360,0,False,complete,True,2.6590817865546175,1.4439389544525287,,,CR,1991-12-31,Y,MER,FPAY,UNAV,STK,DE,1991-12-31,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,11025,192512,195512,193109,69,69,0,False,delisted,True,-0.43556143922927326,-0.32643665081359863,,,CR,1931-10-01,Y,MER,FPAY,UNAV,STK,CR,1931-10-01,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,11033,192512,195512,195512,360,360,0,False,complete,True,5.861139035759195,3.582626445525735,,,CR,1968-04-30,Y,MER,FPAY,UNAV,STK,DE,1968-04-30,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,11041,192512,195512,195512,360,360,0,False,complete,True,2.1227306759415194,1.08570444400572,,,CR,1996-07-03,Y,GEX,FPAY,UNAV,STK,CR,1996-07-03,Y,GEX,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,11068,192512,195512,195512,360,360,0,False,complete,True,10.604440328629204,6.750726935912779,,,CR,1970-08-04,Y,MER,FPAY,UNAV,UNAV,CR,1970-08-04,Y,MER,FPAY,UNAV,UNAV
calendar_window,30y,360,1925-1955,1,11076,192512,195512,195512,360,360,0,False,complete,True,-0.8419654153494006,-0.8944470498042636,,,CR,1962-07-27,Y,GDR,VCL,SHLD,PRCF,CR,1962-07-27,Y,GDR,VCL,SHLD,PRCF
calendar_window,30y,360,1925-1955,1,11084,192512,195512,195512,360,360,0,False,complete,True,0.8176387319756897,0.21401989934197352,,,CR,1987-08-21,Y,GEX,FPAY,UNAV,UNAV,CR,1987-08-21,Y,GEX,FPAY,UNAV,UNAV
calendar_window,30y,360,1925-1955,1,11092,192512,195512,195512,360,360,0,False,complete,True,8.571879859298473,5.393158562740414,,,CR,1976-02-25,Y,MER,FPAY,UNAV,UNAV,CR,1976-02-25,Y,MER,FPAY,UNAV,UNAV
calendar_window,30y,360,1925-1955,1,11105,192512,195512,195512,360,360,0,False,complete,True,0.2761862418575294,-0.147621875774262,,,CR,1988-04-04,Y,MER,FPAY,UNAV,CASH,CR,1988-04-04,Y,MER,FPAY,UNAV,CASH
calendar_window,30y,360,1925-1955,1,11113,192512,195512,195512,360,360,0,False,complete,True,-0.6520710788969362,-0.7676146385169826,,,CR,1974-05-17,Y,GDR,VCL,FING,PRCF,MP,1974-05-17,Y,GDR,VCL,FING,PRCF
calendar_window,30y,360,1925-1955,1,11121,192512,195512,192904,40,40,0,False,delisted,True,3.0143571523924884,3.2518930785695597,,,CR,1929-05-16,Y,MER,FPAY,UNAV,STK,CR,1929-05-16,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,11148,192512,195512,195512,360,360,0,False,complete,True,1.386878037358653,0.5942207786835805,,,CR,1969-03-27,Y,MER,FPAY,UNAV,UNAV,CR,1969-03-27,Y,MER,FPAY,UNAV,UNAV
calendar_window,30y,360,1925-1955,1,11156,192512,195512,195512,360,360,0,False,complete,True,17.186781013275336,11.147141049911516,,,CR,1980-10-31,Y,MER,FPAY,UNAV,STK,DE,1980-10-31,Y,MER,FPAY,UNAV,STK
calendar_window,30y,360,1925-1955,1,11164,192512,195512,195512,360,360,0,False,complete,True,17.883825318659333,11.612704224029907,,,CR,1986-12-30,Y,GEX,FPAY,UNAV,UNAV,CR,1986-12-30,Y,GEX,FPAY,UNAV,UNAV
calendar_window,30y,360,1925-1955,1,11172,192512,195512,193107,67,67,0,False,delisted,True,-0.9365081186378107,-0.9247347896434975,,,CR,1931-08-04,Y,GDR,VCL,INSC,PRCF,CR,1931-08-04,Y,GDR,VCL,INSC,PRCF
calendar_window,30y,360,1925-1955,1,11180,192512,195512,193905,161,161,0,False,delisted,True,-0.7818667895396053,-0.7170590965767347,,,CR,1939-06-16,Y,GDR,VCL,UNAV,PRCF,CR,1939-06-16,Y,GDR,VCL,UNAV,PRCF
calendar_window,30y,360,1925-1955,1,11199,192512,195512,194008,176,176,0,False,delisted,True,-0.9966992534995862,-0.9957797598316137,,,CR,1940-09-11,Y,GDR,VCL,UNAV,PRCF,CR,1940-09-11,Y,GDR,VCL,UNAV,PRCF
calendar_window,30y,360,1925-1955,1,11201,192512,195512,193908,164,164,0,False,delisted,True,-0.9731181733101285,-0.9651315436413986,,,CR,1939-09-11,Y,GDR,VCL,UNAV,PRCF,CR,1939-09-11,Y,GDR,VCL,UNAV,PRCF
calendar_window,30y,360,1925-1955,1,11228,192512,195512,194009,177,177,0,False,delisted,True,-0.990694147640383,-0.9881018030544897,,,CR,1940-10-21,Y,GDR,VCL,UNAV,PRCF,CR,1940-10-21,Y,GDR,VCL,UNAV,PRCF
calendar_window,30y,360,1925-1955,1,11236,192512,195512,193409,105,105,0,False,delisted,True,9.183748507329566,12.403610167735218,,,CR,1934-10-10,Y,GDR,VCL,FARG,PRCF,CR,1934-10-10,Y,GDR,VCL,FARG,PRCF
